drug,conc,units,block,channel
ondansetron,1000,nM,33.4,hERG
ondansetron,1000,nM,35.9,hERG
ondansetron,3000,nM,52,hERG
ondansetron,3000,nM,52.3,hERG
ondansetron,3000,nM,53,hERG
ondansetron,3000,nM,60.1,hERG
ondansetron,3000,nM,62.6,hERG
ondansetron,10000,nM,77.1,hERG
ondansetron,10000,nM,77.7,hERG
ondansetron,10000,nM,77.8,hERG
ondansetron,10000,nM,82.6,hERG
ondansetron,10000,nM,83.8,hERG
quinidine,100,nM,2.3,hERG
quinidine,100,nM,3.3,hERG
quinidine,100,nM,4.9,hERG
quinidine,100,nM,5.9,hERG
quinidine,300,nM,11.9,hERG
quinidine,300,nM,13.3,hERG
quinidine,300,nM,15.6,hERG
quinidine,300,nM,15.6,hERG
quinidine,1000,nM,32.1,hERG
quinidine,1000,nM,35.4,hERG
quinidine,1000,nM,36.8,hERG
quinidine,1000,nM,40,hERG
quinidine,10000,nM,83.3,hERG
quinidine,10000,nM,84.5,hERG
quinidine,10000,nM,85.3,hERG
quinidine,10000,nM,87.9,hERG
ranolazine,3000,nM,18.8,hERG
ranolazine,3000,nM,21,hERG
ranolazine,3000,nM,21.1,hERG
ranolazine,3000,nM,22,hERG
ranolazine,10000,nM,47.8,hERG
ranolazine,10000,nM,48.8,hERG
ranolazine,10000,nM,50.1,hERG
ranolazine,10000,nM,53.4,hERG
ranolazine,30000,nM,72.3,hERG
ranolazine,30000,nM,74,hERG
ranolazine,30000,nM,74,hERG
ranolazine,30000,nM,76.4,hERG
ranolazine,1.00E+05,nM,85.2,hERG
ranolazine,1.00E+05,nM,86.8,hERG
ranolazine,1.00E+05,nM,88.3,hERG
ranolazine,1.00E+05,nM,89,hERG
sotalol,10000,nM,-3.6,hERG
sotalol,10000,nM,-1,hERG
sotalol,10000,nM,0.6,hERG
sotalol,10000,nM,1.3,hERG
sotalol,10000,nM,2.2,hERG
sotalol,10000,nM,5.8,hERG
sotalol,30000,nM,-0.6,hERG
sotalol,30000,nM,1.6,hERG
sotalol,30000,nM,2.9,hERG
sotalol,30000,nM,3.2,hERG
sotalol,30000,nM,5.8,hERG
sotalol,30000,nM,7.5,hERG
sotalol,1.00E+05,nM,8.6,hERG
sotalol,1.00E+05,nM,9,hERG
sotalol,1.00E+05,nM,9.5,hERG
sotalol,1.00E+05,nM,11.1,hERG
sotalol,1.00E+05,nM,15.3,hERG
sotalol,1.00E+05,nM,15.4,hERG
sotalol,3.00E+05,nM,23.8,hERG
sotalol,3.00E+05,nM,25.1,hERG
sotalol,3.00E+05,nM,27.3,hERG
sotalol,3.00E+05,nM,27.8,hERG
sotalol,3.00E+05,nM,38.2,hERG
sotalol,3.00E+05,nM,64.4,hERG
terfenadine,10,nM,-2.2,hERG
terfenadine,10,nM,-2,hERG
terfenadine,10,nM,-0.5,hERG
terfenadine,30,nM,2.5,hERG
terfenadine,30,nM,4.9,hERG
terfenadine,30,nM,5.7,hERG
terfenadine,30,nM,9.6,hERG
terfenadine,30,nM,10.5,hERG
terfenadine,30,nM,19.6,hERG
terfenadine,30,nM,23.5,hERG
terfenadine,100,nM,28.3,hERG
terfenadine,100,nM,28.7,hERG
terfenadine,100,nM,32,hERG
terfenadine,100,nM,32.7,hERG
terfenadine,100,nM,39.1,hERG
terfenadine,100,nM,41.4,hERG
terfenadine,100,nM,47.1,hERG
terfenadine,300,nM,67.2,hERG
terfenadine,300,nM,70,hERG
terfenadine,300,nM,72.6,hERG
verapamil,30,nM,-0.2,hERG
verapamil,30,nM,2.5,hERG
verapamil,30,nM,2.6,hERG
verapamil,30,nM,2.9,hERG
verapamil,30,nM,3.5,hERG
verapamil,100,nM,2.5,hERG
verapamil,100,nM,7.7,hERG
verapamil,100,nM,10.4,hERG
verapamil,100,nM,10.9,hERG
verapamil,100,nM,12.1,hERG
verapamil,300,nM,17.7,hERG
verapamil,300,nM,27.1,hERG
verapamil,300,nM,30.1,hERG
verapamil,300,nM,30.5,hERG
verapamil,300,nM,32.6,hERG
verapamil,1000,nM,47.2,hERG
verapamil,1000,nM,58.1,hERG
verapamil,1000,nM,58.7,hERG
verapamil,1000,nM,59.4,hERG
verapamil,1000,nM,59.4,hERG
