"drug","conc","units","block","channel"
"chlorpromazine",3000,"nM",94.11,"hERG"
"chlorpromazine",3000,"nM",94.5,"hERG"
"chlorpromazine",3000,"nM",95.58,"hERG"
"chlorpromazine",3000,"nM",93.02,"hERG"
"chlorpromazine",3000,"nM",91.96,"hERG"
"chlorpromazine",3000,"nM",98.64,"hERG"
"chlorpromazine",3000,"nM",95.23,"hERG"
"chlorpromazine",3000,"nM",95.57,"hERG"
"chlorpromazine",3000,"nM",96.24,"hERG"
"chlorpromazine",3000,"nM",85.23,"hERG"
"chlorpromazine",3000,"nM",96.02,"hERG"
"chlorpromazine",3000,"nM",93.97,"hERG"
"terfenadine",10,"nM",27.4,"hERG"
"terfenadine",10,"nM",8.14,"hERG"
"terfenadine",10,"nM",9.16,"hERG"
"terfenadine",10,"nM",5.81,"hERG"
"terfenadine",10,"nM",-14.79,"hERG"
"terfenadine",10,"nM",3.72,"hERG"
"terfenadine",10,"nM",16.07,"hERG"
"terfenadine",10,"nM",-3.12,"hERG"
"terfenadine",10,"nM",12.71,"hERG"
"terfenadine",10,"nM",15.08,"hERG"
"terfenadine",30,"nM",25.87,"hERG"
"terfenadine",30,"nM",27.94,"hERG"
"terfenadine",30,"nM",50.9,"hERG"
"terfenadine",30,"nM",47.7,"hERG"
"terfenadine",30,"nM",18.79,"hERG"
"terfenadine",30,"nM",15.91,"hERG"
"terfenadine",30,"nM",34.43,"hERG"
"terfenadine",30,"nM",31.32,"hERG"
"terfenadine",30,"nM",15.94,"hERG"
"terfenadine",30,"nM",18.63,"hERG"
"terfenadine",30,"nM",37.68,"hERG"
"terfenadine",30,"nM",31.62,"hERG"
"terfenadine",30,"nM",26.19,"hERG"
"terfenadine",30,"nM",28.95,"hERG"
"terfenadine",30,"nM",15.9,"hERG"
"terfenadine",100,"nM",62.97,"hERG"
"terfenadine",100,"nM",65.07,"hERG"
"terfenadine",100,"nM",72.29,"hERG"
"terfenadine",100,"nM",71.32,"hERG"
"terfenadine",100,"nM",42.43,"hERG"
"terfenadine",100,"nM",45.68,"hERG"
"terfenadine",100,"nM",65.3,"hERG"
"terfenadine",100,"nM",66.7,"hERG"
"terfenadine",100,"nM",64.03,"hERG"
"terfenadine",100,"nM",64.31,"hERG"
"terfenadine",100,"nM",66.06,"hERG"
"terfenadine",100,"nM",68.97,"hERG"
"terfenadine",100,"nM",61.06,"hERG"
"terfenadine",100,"nM",64.41,"hERG"
"terfenadine",100,"nM",64.47,"hERG"
"terfenadine",300,"nM",88.74,"hERG"
"terfenadine",300,"nM",90.22,"hERG"
"terfenadine",300,"nM",86.37,"hERG"
"terfenadine",300,"nM",93.7,"hERG"
"terfenadine",300,"nM",91.8,"hERG"
"terfenadine",300,"nM",83.26,"hERG"
"terfenadine",300,"nM",88.79,"hERG"
"terfenadine",300,"nM",75.31,"hERG"
"terfenadine",300,"nM",91.56,"hERG"
"terfenadine",300,"nM",98.72,"hERG"
"terfenadine",300,"nM",80.66,"hERG"
"terfenadine",300,"nM",85.04,"hERG"
"terfenadine",300,"nM",90.59,"hERG"
"ranolazine",3000,"nM",54.58,"hERG"
"ranolazine",3000,"nM",59.02,"hERG"
"ranolazine",3000,"nM",60.36,"hERG"
"ranolazine",3000,"nM",56.4,"hERG"
"ranolazine",10000,"nM",83.33,"hERG"
"ranolazine",10000,"nM",74.62,"hERG"
"ranolazine",10000,"nM",80.47,"hERG"
"ranolazine",10000,"nM",67.57,"hERG"
"ranolazine",10000,"nM",70.66,"hERG"
"ranolazine",10000,"nM",73.98,"hERG"
"ranolazine",10000,"nM",77.69,"hERG"
"ranolazine",10000,"nM",82.43,"hERG"
"ranolazine",10000,"nM",62.61,"hERG"
"ranolazine",10000,"nM",70.6,"hERG"
"ranolazine",10000,"nM",72.94,"hERG"
"ranolazine",10000,"nM",63.65,"hERG"
"ranolazine",10000,"nM",77.31,"hERG"
"ranolazine",30000,"nM",88.49,"hERG"
"ranolazine",30000,"nM",87.09,"hERG"
"ranolazine",30000,"nM",90,"hERG"
"ranolazine",30000,"nM",90.55,"hERG"
"ranolazine",30000,"nM",78.46,"hERG"
"ranolazine",30000,"nM",87.22,"hERG"
"ranolazine",30000,"nM",82.22,"hERG"
"ranolazine",30000,"nM",90.73,"hERG"
"ranolazine",30000,"nM",72.82,"hERG"
"ranolazine",1e+05,"nM",94.39,"hERG"
"ranolazine",1e+05,"nM",94.32,"hERG"
"ranolazine",1e+05,"nM",92.06,"hERG"
"ranolazine",1e+05,"nM",89.58,"hERG"
"ranolazine",1e+05,"nM",92.11,"hERG"
"ranolazine",1e+05,"nM",94.42,"hERG"
"ranolazine",1e+05,"nM",96.6,"hERG"
"ranolazine",1e+05,"nM",89.23,"hERG"
"sotalol",10000,"nM",33.51,"hERG"
"sotalol",10000,"nM",44.59,"hERG"
"sotalol",10000,"nM",16.61,"hERG"
"sotalol",10000,"nM",17.67,"hERG"
"sotalol",10000,"nM",14.6,"hERG"
"sotalol",10000,"nM",39.33,"hERG"
"sotalol",10000,"nM",36.43,"hERG"
"sotalol",10000,"nM",21.33,"hERG"
"sotalol",30000,"nM",21.2,"hERG"
"sotalol",30000,"nM",37.51,"hERG"
"sotalol",30000,"nM",11.46,"hERG"
"sotalol",30000,"nM",41.98,"hERG"
"sotalol",30000,"nM",55.67,"hERG"
"sotalol",30000,"nM",39.72,"hERG"
"sotalol",30000,"nM",70.07,"hERG"
"sotalol",30000,"nM",52.62,"hERG"
"sotalol",30000,"nM",24.95,"hERG"
"sotalol",30000,"nM",7.18,"hERG"
"sotalol",1e+05,"nM",67.99,"hERG"
"sotalol",1e+05,"nM",62.69,"hERG"
"sotalol",1e+05,"nM",38,"hERG"
"sotalol",1e+05,"nM",51.49,"hERG"
"sotalol",1e+05,"nM",71.31,"hERG"
"sotalol",1e+05,"nM",51.94,"hERG"
"sotalol",1e+05,"nM",71.99,"hERG"
"sotalol",1e+05,"nM",43.43,"hERG"
"sotalol",1e+05,"nM",62.44,"hERG"
"sotalol",1e+05,"nM",72.84,"hERG"
"sotalol",1e+05,"nM",56.81,"hERG"
"sotalol",3e+05,"nM",78.84,"hERG"
"sotalol",3e+05,"nM",78.03,"hERG"
"sotalol",3e+05,"nM",74.27,"hERG"
"sotalol",3e+05,"nM",74.87,"hERG"
"sotalol",3e+05,"nM",70.77,"hERG"
"sotalol",3e+05,"nM",76.33,"hERG"
"sotalol",3e+05,"nM",76.36,"hERG"
"sotalol",3e+05,"nM",67.18,"hERG"
"diltiazem",3000,"nM",53.91,"hERG"
"diltiazem",3000,"nM",43.49,"hERG"
"diltiazem",3000,"nM",35.7,"hERG"
"diltiazem",3000,"nM",69.66,"hERG"
"diltiazem",3000,"nM",62.34,"hERG"
"diltiazem",3000,"nM",58,"hERG"
"diltiazem",3000,"nM",70.82,"hERG"
"diltiazem",3000,"nM",29.75,"hERG"
"diltiazem",3000,"nM",44.3,"hERG"
"diltiazem",3000,"nM",40.51,"hERG"
"diltiazem",3000,"nM",39.63,"hERG"
"diltiazem",10000,"nM",69.86,"hERG"
"diltiazem",10000,"nM",62.95,"hERG"
"diltiazem",10000,"nM",53.22,"hERG"
"diltiazem",10000,"nM",46.44,"hERG"
"diltiazem",10000,"nM",73.74,"hERG"
"diltiazem",10000,"nM",41.72,"hERG"
"diltiazem",10000,"nM",64.05,"hERG"
"diltiazem",10000,"nM",67.68,"hERG"
"diltiazem",10000,"nM",69.77,"hERG"
"diltiazem",10000,"nM",67.47,"hERG"
"diltiazem",30000,"nM",93.44,"hERG"
"diltiazem",30000,"nM",80.48,"hERG"
"diltiazem",30000,"nM",86.65,"hERG"
"diltiazem",30000,"nM",74.93,"hERG"
"diltiazem",30000,"nM",85.84,"hERG"
"diltiazem",1e+05,"nM",97.75,"hERG"
"diltiazem",1e+05,"nM",92.84,"hERG"
"diltiazem",1e+05,"nM",95.63,"hERG"
"diltiazem",1e+05,"nM",106.97,"hERG"
"diltiazem",1e+05,"nM",98.23,"hERG"
"cisapride",1,"nM",24.4,"hERG"
"cisapride",1,"nM",-3.23,"hERG"
"cisapride",1,"nM",-27.4,"hERG"
"cisapride",1,"nM",2.6,"hERG"
"cisapride",1,"nM",40.33,"hERG"
"cisapride",1,"nM",42.88,"hERG"
"cisapride",1,"nM",5.31,"hERG"
"cisapride",1,"nM",3.91,"hERG"
"cisapride",1,"nM",30.51,"hERG"
"cisapride",10,"nM",49.47,"hERG"
"cisapride",10,"nM",52.55,"hERG"
"cisapride",10,"nM",19.64,"hERG"
"cisapride",10,"nM",64.12,"hERG"
"cisapride",10,"nM",27.49,"hERG"
"cisapride",10,"nM",17.64,"hERG"
"cisapride",10,"nM",23.87,"hERG"
"cisapride",10,"nM",17.4,"hERG"
"cisapride",10,"nM",34.41,"hERG"
"cisapride",10,"nM",37.6,"hERG"
"cisapride",10,"nM",-23.05,"hERG"
"cisapride",10,"nM",59.21,"hERG"
"cisapride",100,"nM",38.9,"hERG"
"cisapride",100,"nM",75.52,"hERG"
"cisapride",100,"nM",78.61,"hERG"
"cisapride",100,"nM",64.2,"hERG"
"cisapride",100,"nM",47.78,"hERG"
"cisapride",100,"nM",80.06,"hERG"
"cisapride",100,"nM",90.29,"hERG"
"cisapride",100,"nM",59.4,"hERG"
"cisapride",300,"nM",95.64,"hERG"
"cisapride",300,"nM",92.53,"hERG"
"cisapride",300,"nM",76.15,"hERG"
"cisapride",300,"nM",85.65,"hERG"
"cisapride",300,"nM",90.92,"hERG"
"cisapride",300,"nM",85.18,"hERG"
"cisapride",300,"nM",65.44,"hERG"
"cisapride",300,"nM",93.83,"hERG"
"dofetilide",1,"nM",43.38,"hERG"
"dofetilide",1,"nM",48.05,"hERG"
"dofetilide",1,"nM",54.81,"hERG"
"dofetilide",1,"nM",15.43,"hERG"
"dofetilide",1,"nM",10.35,"hERG"
"dofetilide",1,"nM",4.81,"hERG"
"dofetilide",1,"nM",25.74,"hERG"
"dofetilide",1,"nM",13.88,"hERG"
"dofetilide",1,"nM",25.88,"hERG"
"dofetilide",1,"nM",34.72,"hERG"
"dofetilide",1,"nM",46.44,"hERG"
"dofetilide",3,"nM",50.25,"hERG"
"dofetilide",3,"nM",47.47,"hERG"
"dofetilide",3,"nM",43.6,"hERG"
"dofetilide",3,"nM",23.21,"hERG"
"dofetilide",3,"nM",17.45,"hERG"
"dofetilide",3,"nM",47.79,"hERG"
"dofetilide",3,"nM",22.37,"hERG"
"dofetilide",3,"nM",25.91,"hERG"
"dofetilide",3,"nM",50.33,"hERG"
"dofetilide",3,"nM",39.57,"hERG"
"dofetilide",3,"nM",41.18,"hERG"
"dofetilide",10,"nM",80.2,"hERG"
"dofetilide",10,"nM",75.43,"hERG"
"dofetilide",10,"nM",57.89,"hERG"
"dofetilide",10,"nM",67.32,"hERG"
"dofetilide",10,"nM",73.74,"hERG"
"dofetilide",10,"nM",74.8,"hERG"
"dofetilide",10,"nM",80.03,"hERG"
"dofetilide",10,"nM",71.12,"hERG"
"dofetilide",100,"nM",96.64,"hERG"
"dofetilide",100,"nM",96.23,"hERG"
"dofetilide",100,"nM",89.31,"hERG"
"dofetilide",100,"nM",92.27,"hERG"
"dofetilide",100,"nM",90.88,"hERG"
"dofetilide",100,"nM",95.15,"hERG"
"ranolazine",3000,"nM",55.09,"hERG"
"ranolazine",3000,"nM",60.23,"hERG"
"ranolazine",3000,"nM",66.53,"hERG"
"ranolazine",3000,"nM",56.58,"hERG"
"ranolazine",3000,"nM",38.11,"hERG"
"ranolazine",3000,"nM",57.53,"hERG"
"ranolazine",3000,"nM",58.53,"hERG"
"ranolazine",3000,"nM",54.26,"hERG"
"ranolazine",3000,"nM",30.79,"hERG"
"ranolazine",3000,"nM",64.19,"hERG"
"ranolazine",3000,"nM",57.14,"hERG"
"ranolazine",3000,"nM",68.09,"hERG"
"ranolazine",10000,"nM",76.62,"hERG"
"ranolazine",10000,"nM",65.13,"hERG"
"ranolazine",10000,"nM",76.83,"hERG"
"ranolazine",10000,"nM",66.47,"hERG"
"ranolazine",10000,"nM",79.65,"hERG"
"ranolazine",10000,"nM",71.86,"hERG"
"ranolazine",10000,"nM",83.43,"hERG"
"ranolazine",10000,"nM",68.42,"hERG"
"ranolazine",10000,"nM",69.71,"hERG"
"ranolazine",10000,"nM",64.8,"hERG"
"ranolazine",10000,"nM",75.85,"hERG"
"ranolazine",10000,"nM",73.19,"hERG"
"ranolazine",10000,"nM",79.58,"hERG"
"ranolazine",10000,"nM",74.65,"hERG"
"ranolazine",30000,"nM",81.54,"hERG"
"ranolazine",30000,"nM",86.96,"hERG"
"ranolazine",30000,"nM",90.45,"hERG"
"ranolazine",30000,"nM",91.77,"hERG"
"ranolazine",30000,"nM",82.11,"hERG"
"ranolazine",30000,"nM",85.71,"hERG"
"ranolazine",30000,"nM",90.05,"hERG"
"ranolazine",30000,"nM",83.46,"hERG"
"ranolazine",30000,"nM",87.01,"hERG"
"ranolazine",30000,"nM",74.48,"hERG"
"ranolazine",30000,"nM",84.98,"hERG"
"ranolazine",30000,"nM",88.44,"hERG"
"ranolazine",30000,"nM",84.68,"hERG"
"ranolazine",1e+05,"nM",75.3,"hERG"
"ranolazine",1e+05,"nM",96.29,"hERG"
"ranolazine",1e+05,"nM",96.59,"hERG"
"ranolazine",1e+05,"nM",94.57,"hERG"
"ranolazine",1e+05,"nM",92.33,"hERG"
"ranolazine",1e+05,"nM",93.91,"hERG"
"ranolazine",1e+05,"nM",95.46,"hERG"
"ranolazine",1e+05,"nM",96.63,"hERG"
"ranolazine",1e+05,"nM",89.88,"hERG"
"ranolazine",1e+05,"nM",98.79,"hERG"
"ranolazine",1e+05,"nM",95.71,"hERG"
"ranolazine",1e+05,"nM",96.17,"hERG"
"ranolazine",1e+05,"nM",90.56,"hERG"
"ranolazine",1e+05,"nM",93.09,"hERG"
"sotalol",10000,"nM",56.78,"hERG"
"sotalol",10000,"nM",71.33,"hERG"
"sotalol",10000,"nM",40.44,"hERG"
"sotalol",10000,"nM",21.83,"hERG"
"sotalol",10000,"nM",54.66,"hERG"
"sotalol",10000,"nM",32.92,"hERG"
"sotalol",10000,"nM",28.44,"hERG"
"sotalol",10000,"nM",44.4,"hERG"
"sotalol",10000,"nM",41.36,"hERG"
"sotalol",10000,"nM",39.46,"hERG"
"sotalol",10000,"nM",37.63,"hERG"
"sotalol",10000,"nM",64.82,"hERG"
"sotalol",10000,"nM",36.78,"hERG"
"sotalol",10000,"nM",51.34,"hERG"
"sotalol",30000,"nM",32.25,"hERG"
"sotalol",30000,"nM",45.54,"hERG"
"sotalol",30000,"nM",35.44,"hERG"
"sotalol",30000,"nM",50.48,"hERG"
"sotalol",30000,"nM",52.01,"hERG"
"sotalol",30000,"nM",33.16,"hERG"
"sotalol",30000,"nM",44.71,"hERG"
"sotalol",30000,"nM",47.57,"hERG"
"sotalol",30000,"nM",32.24,"hERG"
"sotalol",30000,"nM",39.39,"hERG"
"sotalol",30000,"nM",51.78,"hERG"
"sotalol",30000,"nM",45.84,"hERG"
"sotalol",30000,"nM",29.74,"hERG"
"sotalol",30000,"nM",67.49,"hERG"
"sotalol",30000,"nM",48.64,"hERG"
"sotalol",1e+05,"nM",54.43,"hERG"
"sotalol",1e+05,"nM",48.81,"hERG"
"sotalol",1e+05,"nM",57.3,"hERG"
"sotalol",1e+05,"nM",64.67,"hERG"
"sotalol",1e+05,"nM",50.75,"hERG"
"sotalol",1e+05,"nM",60.6,"hERG"
"sotalol",1e+05,"nM",49.38,"hERG"
"sotalol",1e+05,"nM",55.94,"hERG"
"sotalol",1e+05,"nM",42.48,"hERG"
"sotalol",1e+05,"nM",28.62,"hERG"
"sotalol",1e+05,"nM",44.62,"hERG"
"sotalol",1e+05,"nM",85.01,"hERG"
"sotalol",3e+05,"nM",80.41,"hERG"
"sotalol",3e+05,"nM",65.76,"hERG"
"sotalol",3e+05,"nM",70.1,"hERG"
"sotalol",3e+05,"nM",82.67,"hERG"
"sotalol",3e+05,"nM",62.62,"hERG"
"sotalol",3e+05,"nM",70.85,"hERG"
"sotalol",3e+05,"nM",68.11,"hERG"
"sotalol",3e+05,"nM",74.92,"hERG"
"sotalol",3e+05,"nM",73.55,"hERG"
"sotalol",3e+05,"nM",59.25,"hERG"
"sotalol",3e+05,"nM",50.42,"hERG"
"sotalol",3e+05,"nM",72.95,"hERG"
"sotalol",3e+05,"nM",76.34,"hERG"
"sotalol",3e+05,"nM",69.13,"hERG"
"diltiazem",3000,"nM",49.22,"hERG"
"diltiazem",3000,"nM",39.07,"hERG"
"diltiazem",3000,"nM",55.6,"hERG"
"diltiazem",3000,"nM",29.16,"hERG"
"diltiazem",3000,"nM",34.06,"hERG"
"diltiazem",3000,"nM",33.31,"hERG"
"diltiazem",3000,"nM",43.11,"hERG"
"diltiazem",3000,"nM",38.3,"hERG"
"diltiazem",3000,"nM",64.17,"hERG"
"diltiazem",3000,"nM",49.04,"hERG"
"diltiazem",3000,"nM",70.9,"hERG"
"diltiazem",3000,"nM",44.44,"hERG"
"diltiazem",3000,"nM",60.71,"hERG"
"diltiazem",3000,"nM",51,"hERG"
"diltiazem",3000,"nM",56.2,"hERG"
"diltiazem",10000,"nM",59.99,"hERG"
"diltiazem",10000,"nM",60.85,"hERG"
"diltiazem",10000,"nM",72.6,"hERG"
"diltiazem",10000,"nM",61.05,"hERG"
"diltiazem",10000,"nM",78.28,"hERG"
"diltiazem",10000,"nM",60.14,"hERG"
"diltiazem",10000,"nM",63.47,"hERG"
"diltiazem",10000,"nM",64.56,"hERG"
"diltiazem",10000,"nM",64.46,"hERG"
"diltiazem",10000,"nM",67.49,"hERG"
"diltiazem",10000,"nM",66.21,"hERG"
"diltiazem",10000,"nM",61.97,"hERG"
"diltiazem",10000,"nM",69.18,"hERG"
"diltiazem",10000,"nM",76.72,"hERG"
"diltiazem",10000,"nM",65.91,"hERG"
"diltiazem",10000,"nM",71.85,"hERG"
"diltiazem",30000,"nM",82,"hERG"
"diltiazem",30000,"nM",75.81,"hERG"
"diltiazem",30000,"nM",89.88,"hERG"
"diltiazem",30000,"nM",72.85,"hERG"
"diltiazem",30000,"nM",83.19,"hERG"
"diltiazem",30000,"nM",79.02,"hERG"
"diltiazem",30000,"nM",91.27,"hERG"
"diltiazem",30000,"nM",93.51,"hERG"
"diltiazem",30000,"nM",93.38,"hERG"
"diltiazem",30000,"nM",74.7,"hERG"
"diltiazem",30000,"nM",85.73,"hERG"
"diltiazem",30000,"nM",87.14,"hERG"
"diltiazem",1e+05,"nM",87.85,"hERG"
"diltiazem",1e+05,"nM",97.78,"hERG"
"diltiazem",1e+05,"nM",89.08,"hERG"
"diltiazem",1e+05,"nM",97.12,"hERG"
"diltiazem",1e+05,"nM",92.34,"hERG"
"diltiazem",1e+05,"nM",94.4,"hERG"
"diltiazem",1e+05,"nM",91.25,"hERG"
"diltiazem",1e+05,"nM",94.62,"hERG"
"diltiazem",1e+05,"nM",90.05,"hERG"
"diltiazem",1e+05,"nM",85.57,"hERG"
"diltiazem",1e+05,"nM",91.55,"hERG"
"diltiazem",1e+05,"nM",102.5,"hERG"
