drug,conc,units,block,channel
ranolazine,1.00E+05,nM,88.506,hERG
sotalol,10000,nM,5.9927,hERG
sotalol,10000,nM,6.0493,hERG
sotalol,10000,nM,8.6276,hERG
sotalol,10000,nM,0.10352,hERG
sotalol,30000,nM,18.954,hERG
sotalol,30000,nM,21.543,hERG
sotalol,30000,nM,21.99,hERG
sotalol,30000,nM,13.224,hERG
sotalol,100000,nM,39.009,hERG
sotalol,100000,nM,35.156,hERG
sotalol,100000,nM,44.041,hERG
sotalol,100000,nM,37.181,hERG
sotalol,3.00E+05,nM,65.117,hERG
sotalol,3.00E+05,nM,61.839,hERG
sotalol,3.00E+05,nM,69.449,hERG
sotalol,3.00E+05,nM,63.46,hERG
diltiazem,3000,nM,13.797,hERG
diltiazem,3000,nM,8.6147,hERG
diltiazem,3000,nM,15.927,hERG
diltiazem,3000,nM,19.24,hERG
diltiazem,10000,nM,42.066,hERG
diltiazem,10000,nM,40.706,hERG
diltiazem,10000,nM,34.781,hERG
diltiazem,10000,nM,43.653,hERG
diltiazem,30000,nM,68.638,hERG
diltiazem,30000,nM,73.259,hERG
diltiazem,30000,nM,61.677,hERG
diltiazem,30000,nM,70.483,hERG
diltiazem,1.00E+05,nM,91.001,hERG
diltiazem,1.00E+05,nM,91.999,hERG
diltiazem,1.00E+05,nM,89.228,hERG
diltiazem,1.00E+05,nM,89.849,hERG
cisapride,1,nM,-7.5576,hERG
cisapride,1,nM,1.7769,hERG
cisapride,1,nM,-3.5278,hERG
cisapride,1,nM,2.9011,hERG
cisapride,1,nM,1.6302,hERG
cisapride,10,nM,-3.8141,hERG
cisapride,10,nM,7.5158,hERG
cisapride,10,nM,3.2114,hERG
cisapride,10,nM,14.116,hERG
cisapride,10,nM,8.6184,hERG
cisapride,100,nM,34.529,hERG
cisapride,100,nM,44.158,hERG
cisapride,100,nM,34.885,hERG
cisapride,100,nM,62.605,hERG
cisapride,100,nM,49.087,hERG
cisapride,300,nM,76.705,hERG
cisapride,300,nM,81.055,hERG
cisapride,300,nM,71.187,hERG
cisapride,300,nM,86.526,hERG
cisapride,300,nM,85.94,hERG
dofetilide,1,nM,-0.87206,hERG
dofetilide,1,nM,-0.23662,hERG
dofetilide,1,nM,-0.99034,hERG
dofetilide,1,nM,-3.3843,hERG
dofetilide,1,nM,2.9817,hERG
dofetilide,1,nM,5.4725,hERG
dofetilide,3,nM,0.56335,hERG
dofetilide,3,nM,6.1674,hERG
dofetilide,3,nM,0.98984,hERG
dofetilide,3,nM,-0.62792,hERG
dofetilide,3,nM,7.6079,hERG
dofetilide,3,nM,10.226,hERG
dofetilide,10,nM,6.1947,hERG
dofetilide,10,nM,6.6172,hERG
dofetilide,10,nM,9.2667,hERG
dofetilide,10,nM,4.8914,hERG
dofetilide,10,nM,19.141,hERG
dofetilide,10,nM,16.97,hERG
dofetilide,100,nM,88.936,hERG
dofetilide,100,nM,90.044,hERG
dofetilide,100,nM,83.54,hERG
dofetilide,100,nM,93.679,hERG
dofetilide,100,nM,90.179,hERG
dofetilide,100,nM,95.431,hERG
quinidine,100,nM,1.4456,hERG
quinidine,100,nM,6.4402,hERG
quinidine,100,nM,10.179,hERG
quinidine,100,nM,5.7519,hERG
quinidine,100,nM,5.8647,hERG
quinidine,100,nM,7.3205,hERG
quinidine,100,nM,6.326,hERG
quinidine,300,nM,12.764,hERG
quinidine,300,nM,26.518,hERG
quinidine,300,nM,23.334,hERG
quinidine,300,nM,21.027,hERG
quinidine,300,nM,19.836,hERG
quinidine,300,nM,21.164,hERG
quinidine,300,nM,19.497,hERG
quinidine,1000,nM,42.286,hERG
quinidine,1000,nM,52.522,hERG
quinidine,1000,nM,49.091,hERG
quinidine,1000,nM,47.693,hERG
quinidine,1000,nM,48.5,hERG
quinidine,1000,nM,48.711,hERG
quinidine,1000,nM,45.037,hERG
quinidine,10000,nM,94.69,hERG
quinidine,10000,nM,99.8,hERG
quinidine,10000,nM,94.361,hERG
quinidine,10000,nM,94.824,hERG
quinidine,10000,nM,93.642,hERG
quinidine,10000,nM,90.92,hERG
quinidine,10000,nM,94.027,hERG
mexiletine,1000,nM,-0.21298,hERG
mexiletine,1000,nM,-1.2635,hERG
mexiletine,1000,nM,-4.3085,hERG
mexiletine,1000,nM,2.4907,hERG
mexiletine,1000,nM,3.4937,hERG
mexiletine,1000,nM,1.1616,hERG
mexiletine,1000,nM,2.1769,hERG
mexiletine,1000,nM,0.068033,hERG
mexiletine,1000,nM,-2.0011,hERG
mexiletine,10000,nM,12.24,hERG
mexiletine,10000,nM,4.979,hERG
mexiletine,10000,nM,5.903,hERG
mexiletine,10000,nM,12.495,hERG
mexiletine,10000,nM,11.838,hERG
mexiletine,10000,nM,6.9081,hERG
mexiletine,10000,nM,12.848,hERG
mexiletine,10000,nM,7.4965,hERG
mexiletine,10000,nM,3.1332,hERG
mexiletine,30000,nM,32.358,hERG
mexiletine,30000,nM,25.782,hERG
mexiletine,30000,nM,23.833,hERG
mexiletine,30000,nM,34.676,hERG
mexiletine,30000,nM,28.112,hERG
mexiletine,30000,nM,32.881,hERG
mexiletine,30000,nM,30.019,hERG
mexiletine,30000,nM,23.317,hERG
mexiletine,30000,nM,12.994,hERG
mexiletine,1.00E+05,nM,64.547,hERG
mexiletine,1.00E+05,nM,62.582,hERG
mexiletine,1.00E+05,nM,51.509,hERG
mexiletine,1.00E+05,nM,65.209,hERG
mexiletine,1.00E+05,nM,54.02,hERG
mexiletine,1.00E+05,nM,65.943,hERG
mexiletine,1.00E+05,nM,56.838,hERG
mexiletine,1.00E+05,nM,51.25,hERG
mexiletine,1.00E+05,nM,37.778,hERG
