"drug","conc","units","block","channel"
"chlorpromazine",100,"nM",6.298110567,"hERG"
"chlorpromazine",100,"nM",6.794682422,"hERG"
"chlorpromazine",100,"nM",19.12181303,"hERG"
"chlorpromazine",100,"nM",21.6066482,"hERG"
"chlorpromazine",300,"nM",25.47235829,"hERG"
"chlorpromazine",300,"nM",28.2127031,"hERG"
"chlorpromazine",300,"nM",47.02549575,"hERG"
"chlorpromazine",300,"nM",50.13850416,"hERG"
"chlorpromazine",1000,"nM",63.05108467,"hERG"
"chlorpromazine",1000,"nM",56.57311669,"hERG"
"chlorpromazine",1000,"nM",82.1529745,"hERG"
"chlorpromazine",1000,"nM",81.44044321,"hERG"
"chlorpromazine",3000,"nM",99.72008397,"hERG"
"chlorpromazine",3000,"nM",88.03545052,"hERG"
"chlorpromazine",3000,"nM",99.71671388,"hERG"
"chlorpromazine",3000,"nM",100,"hERG"
"terfenadine",10,"nM",5.291005291,"hERG"
"terfenadine",10,"nM",0.76142132,"hERG"
"terfenadine",10,"nM",14.5802651,"hERG"
"terfenadine",30,"nM",19.57671958,"hERG"
"terfenadine",30,"nM",20.55837563,"hERG"
"terfenadine",30,"nM",40.50073638,"hERG"
"terfenadine",100,"nM",52.91005291,"hERG"
"terfenadine",100,"nM",68.27411168,"hERG"
"terfenadine",100,"nM",79.67599411,"hERG"
"terfenadine",300,"nM",97.35449735,"hERG"
"terfenadine",300,"nM",99.87309645,"hERG"
"terfenadine",300,"nM",100,"hERG"
"ranolazine",3000,"nM",8.725602755,"hERG"
"ranolazine",3000,"nM",6.231155779,"hERG"
"ranolazine",3000,"nM",16.83599419,"hERG"
"ranolazine",10000,"nM",10.56257176,"hERG"
"ranolazine",10000,"nM",9.346733668,"hERG"
"ranolazine",10000,"nM",23.51233672,"hERG"
"ranolazine",30000,"nM",43.28358209,"hERG"
"ranolazine",30000,"nM",32.56281407,"hERG"
"ranolazine",30000,"nM",57.61973875,"hERG"
"ranolazine",1e+05,"nM",66.2456946,"hERG"
"ranolazine",1e+05,"nM",67.73869347,"hERG"
"ranolazine",1e+05,"nM",89.98548621,"hERG"
"sotalol",10000,"nM",5.910165485,"hERG"
"sotalol",10000,"nM",2.922755741,"hERG"
"sotalol",10000,"nM",-9.871244635,"hERG"
"sotalol",10000,"nM",14.08450704,"hERG"
"sotalol",30000,"nM",15.60283688,"hERG"
"sotalol",30000,"nM",4.592901879,"hERG"
"sotalol",30000,"nM",-10.51502146,"hERG"
"sotalol",30000,"nM",18.77934272,"hERG"
"sotalol",1e+05,"nM",22.22222222,"hERG"
"sotalol",1e+05,"nM",16.91022965,"hERG"
"sotalol",1e+05,"nM",9.871244635,"hERG"
"sotalol",1e+05,"nM",37.55868545,"hERG"
"sotalol",3e+05,"nM",43.97163121,"hERG"
"sotalol",3e+05,"nM",44.46764092,"hERG"
"sotalol",3e+05,"nM",52.78969957,"hERG"
"sotalol",3e+05,"nM",55.39906103,"hERG"
"diltiazem",3000,"nM",13.62467866,"hERG"
"diltiazem",3000,"nM",26.98412698,"hERG"
"diltiazem",3000,"nM",31.10320285,"hERG"
"diltiazem",3000,"nM",32.00531208,"hERG"
"diltiazem",10000,"nM",25.70694087,"hERG"
"diltiazem",10000,"nM",41.58730159,"hERG"
"diltiazem",10000,"nM",53.30960854,"hERG"
"diltiazem",10000,"nM",55.11288181,"hERG"
"diltiazem",30000,"nM",56.29820051,"hERG"
"diltiazem",30000,"nM",73.33333333,"hERG"
"diltiazem",30000,"nM",76.72597865,"hERG"
"diltiazem",30000,"nM",79.01726428,"hERG"
"diltiazem",1e+05,"nM",94.85861183,"hERG"
"diltiazem",1e+05,"nM",99.68253968,"hERG"
"diltiazem",1e+05,"nM",91.45907473,"hERG"
"diltiazem",1e+05,"nM",93.35989376,"hERG"
"cisapride",1,"nM",5.826472451,"hERG"
"cisapride",1,"nM",22.90598291,"hERG"
"cisapride",1,"nM",23.24840764,"hERG"
"cisapride",10,"nM",18.7460418,"hERG"
"cisapride",10,"nM",47.17948718,"hERG"
"cisapride",10,"nM",41.64012739,"hERG"
"cisapride",100,"nM",51.67827739,"hERG"
"cisapride",100,"nM",74.01709402,"hERG"
"cisapride",100,"nM",73.08917197,"hERG"
"cisapride",300,"nM",88.28372388,"hERG"
"cisapride",300,"nM",94.35897436,"hERG"
"cisapride",300,"nM",95.78025478,"hERG"
"dofetilide",1,"nM",17.53986333,"hERG"
"dofetilide",1,"nM",13.76248613,"hERG"
"dofetilide",1,"nM",4.104477612,"hERG"
"dofetilide",3,"nM",29.8405467,"hERG"
"dofetilide",3,"nM",17.9800222,"hERG"
"dofetilide",3,"nM",19.02985075,"hERG"
"dofetilide",10,"nM",37.81321185,"hERG"
"dofetilide",10,"nM",25.08324084,"hERG"
"dofetilide",10,"nM",30.41044776,"hERG"
"dofetilide",100,"nM",51.02505695,"hERG"
"dofetilide",100,"nM",50.49944506,"hERG"
"dofetilide",100,"nM",52.05223881,"hERG"
"quinidine",100,"nM",34.1025641,"hERG"
"quinidine",100,"nM",45.21912351,"hERG"
"quinidine",100,"nM",40.1894452,"hERG"
"quinidine",300,"nM",58.71794872,"hERG"
"quinidine",300,"nM",68.92430279,"hERG"
"quinidine",300,"nM",66.50879567,"hERG"
"quinidine",1000,"nM",83.97435897,"hERG"
"quinidine",1000,"nM",94.42231076,"hERG"
"quinidine",1000,"nM",84.9120433,"hERG"
"quinidine",10000,"nM",96.28205128,"hERG"
"quinidine",10000,"nM",100,"hERG"
"quinidine",10000,"nM",95.80514208,"hERG"
"mexiletine",1000,"nM",8.301404853,"hERG"
"mexiletine",1000,"nM",8.114558473,"hERG"
"mexiletine",1000,"nM",27.37556561,"hERG"
"mexiletine",10000,"nM",26.94763729,"hERG"
"mexiletine",10000,"nM",23.62768496,"hERG"
"mexiletine",10000,"nM",41.17647059,"hERG"
"mexiletine",30000,"nM",54.02298851,"hERG"
"mexiletine",30000,"nM",55.60859189,"hERG"
"mexiletine",30000,"nM",62.66968326,"hERG"
"mexiletine",1e+05,"nM",83.52490421,"hERG"
"mexiletine",1e+05,"nM",88.78281623,"hERG"
"mexiletine",1e+05,"nM",88.23529412,"hERG"
