"drug","conc","units","block","channel"
"ranolazine",30000,"nM",68.8219,"hERG"
"ranolazine",30000,"nM",74.4835,"hERG"
"ranolazine",30000,"nM",75.993,"hERG"
"ranolazine",30000,"nM",75.8522,"hERG"
"ranolazine",1e+05,"nM",97.7206,"hERG"
"ranolazine",1e+05,"nM",91.1097,"hERG"
"ranolazine",1e+05,"nM",93.579,"hERG"
"ranolazine",1e+05,"nM",92.536,"hERG"
"ranolazine",1e+05,"nM",95.9096,"hERG"
"sotalol",10000,"nM",10.3292,"hERG"
"sotalol",10000,"nM",14.7777,"hERG"
"sotalol",10000,"nM",11.3742,"hERG"
"sotalol",30000,"nM",19.2395,"hERG"
"sotalol",30000,"nM",23.2937,"hERG"
"sotalol",30000,"nM",26.6845,"hERG"
"sotalol",1e+05,"nM",36.1805,"hERG"
"sotalol",1e+05,"nM",41.9224,"hERG"
"sotalol",1e+05,"nM",52.9353,"hERG"
"sotalol",3e+05,"nM",62.4858,"hERG"
"sotalol",3e+05,"nM",69.0044,"hERG"
"sotalol",3e+05,"nM",79.8866,"hERG"
"diltiazem",3000,"nM",50.1354,"hERG"
"diltiazem",3000,"nM",33.9986,"hERG"
"diltiazem",3000,"nM",29.4359,"hERG"
"diltiazem",10000,"nM",67.0276,"hERG"
"diltiazem",10000,"nM",57.4483,"hERG"
"diltiazem",10000,"nM",54.8001,"hERG"
"diltiazem",30000,"nM",80.5089,"hERG"
"diltiazem",30000,"nM",79.33,"hERG"
"diltiazem",30000,"nM",80.3885,"hERG"
"diltiazem",1e+05,"nM",96.8056,"hERG"
"diltiazem",1e+05,"nM",96.2937,"hERG"
"diltiazem",1e+05,"nM",96.6754,"hERG"
"cisapride",1,"nM",13.0583,"hERG"
"cisapride",1,"nM",5.6799,"hERG"
"cisapride",1,"nM",1.5528,"hERG"
"cisapride",10,"nM",15.9905,"hERG"
"cisapride",10,"nM",9.673,"hERG"
"cisapride",10,"nM",5.6246,"hERG"
"cisapride",100,"nM",41.4934,"hERG"
"cisapride",100,"nM",38.5198,"hERG"
"cisapride",100,"nM",37.6121,"hERG"
"cisapride",300,"nM",79.3386,"hERG"
"cisapride",300,"nM",80.4475,"hERG"
"cisapride",300,"nM",81.0904,"hERG"
"quinidine",100,"nM",24.696,"hERG"
"quinidine",100,"nM",37.3034,"hERG"
"quinidine",100,"nM",14.7283,"hERG"
"quinidine",300,"nM",42.9002,"hERG"
"quinidine",300,"nM",51.236,"hERG"
"quinidine",300,"nM",27.3975,"hERG"
"quinidine",1000,"nM",67.217,"hERG"
"quinidine",1000,"nM",69.4382,"hERG"
"quinidine",1000,"nM",56.112,"hERG"
"quinidine",10000,"nM",95.5828,"hERG"
"quinidine",10000,"nM",97.603,"hERG"
"quinidine",10000,"nM",105.7318,"hERG"
"mexiletine",1000,"nM",9.2675,"hERG"
"mexiletine",1000,"nM",16.8555,"hERG"
"mexiletine",1000,"nM",2.8756,"hERG"
"mexiletine",10000,"nM",25.8879,"hERG"
"mexiletine",10000,"nM",26.3302,"hERG"
"mexiletine",10000,"nM",13.5514,"hERG"
"mexiletine",30000,"nM",46.0044,"hERG"
"mexiletine",30000,"nM",39.6155,"hERG"
"mexiletine",30000,"nM",29.6909,"hERG"
"mexiletine",1e+05,"nM",70.6437,"hERG"
"mexiletine",1e+05,"nM",68.9667,"hERG"
"mexiletine",1e+05,"nM",62.6528,"hERG"
