"drug","conc","units","block","channel"
"verapamil",100,"nM",26.563,"hERG"
"verapamil",300,"nM",67.402,"hERG"
"verapamil",300,"nM",68.109,"hERG"
"verapamil",300,"nM",61.84,"hERG"
"verapamil",300,"nM",70.082,"hERG"
"verapamil",300,"nM",64.452,"hERG"
"verapamil",300,"nM",58.791,"hERG"
"verapamil",1000,"nM",88.091,"hERG"
"verapamil",1000,"nM",101.038,"hERG"
"verapamil",1000,"nM",90.421,"hERG"
"verapamil",1000,"nM",88.431,"hERG"
"verapamil",1000,"nM",88.368,"hERG"
"verapamil",1000,"nM",95.552,"hERG"
"chlorpromazine",90,"nM",15.407,"hERG"
"chlorpromazine",90,"nM",17.198,"hERG"
"chlorpromazine",90,"nM",6.459,"hERG"
"chlorpromazine",90,"nM",-19.417,"hERG"
"chlorpromazine",90,"nM",-0.81,"hERG"
"chlorpromazine",90,"nM",-10.715,"hERG"
"chlorpromazine",300,"nM",11.21,"hERG"
"chlorpromazine",300,"nM",22.917,"hERG"
"chlorpromazine",300,"nM",10.399,"hERG"
"chlorpromazine",300,"nM",30.996,"hERG"
"chlorpromazine",300,"nM",5.275,"hERG"
"chlorpromazine",300,"nM",2.641,"hERG"
"chlorpromazine",900,"nM",50.836,"hERG"
"chlorpromazine",900,"nM",68.101,"hERG"
"chlorpromazine",900,"nM",32.531,"hERG"
"chlorpromazine",900,"nM",25.608,"hERG"
"chlorpromazine",900,"nM",97.525,"hERG"
"chlorpromazine",3000,"nM",85.06,"hERG"
"chlorpromazine",3000,"nM",90.88,"hERG"
"chlorpromazine",3000,"nM",81.847,"hERG"
"chlorpromazine",3000,"nM",80.317,"hERG"
"chlorpromazine",3000,"nM",86.139,"hERG"
"terfenadine",9,"nM",18.436,"hERG"
"terfenadine",9,"nM",2.936,"hERG"
"terfenadine",9,"nM",13.106,"hERG"
"terfenadine",9,"nM",-2.221,"hERG"
"terfenadine",30,"nM",26.225,"hERG"
"terfenadine",30,"nM",0,"hERG"
"terfenadine",30,"nM",17.171,"hERG"
"terfenadine",30,"nM",3.838,"hERG"
"terfenadine",30,"nM",4.806,"hERG"
"terfenadine",90,"nM",67.543,"hERG"
"terfenadine",90,"nM",42.019,"hERG"
"terfenadine",90,"nM",87.474,"hERG"
"terfenadine",90,"nM",-7.039,"hERG"
"terfenadine",90,"nM",37.043,"hERG"
"terfenadine",300,"nM",58.569,"hERG"
"terfenadine",300,"nM",72.119,"hERG"
"terfenadine",300,"nM",53.71,"hERG"
"terfenadine",300,"nM",55.194,"hERG"
"ranolazine",3000,"nM",53.709,"hERG"
"ranolazine",3000,"nM",39.324,"hERG"
"ranolazine",3000,"nM",49.724,"hERG"
"ranolazine",3000,"nM",42.525,"hERG"
"ranolazine",3000,"nM",47.74,"hERG"
"ranolazine",10000,"nM",83.754,"hERG"
"ranolazine",10000,"nM",72.179,"hERG"
"ranolazine",10000,"nM",78.158,"hERG"
"ranolazine",10000,"nM",72.417,"hERG"
"ranolazine",10000,"nM",77.669,"hERG"
"ranolazine",10000,"nM",76.035,"hERG"
"ranolazine",30000,"nM",73.327,"hERG"
"ranolazine",30000,"nM",89.531,"hERG"
"ranolazine",30000,"nM",116.972,"hERG"
"ranolazine",30000,"nM",86.536,"hERG"
"ranolazine",30000,"nM",86.988,"hERG"
"ranolazine",1e+05,"nM",103.493,"hERG"
"ranolazine",1e+05,"nM",100.762,"hERG"
"ranolazine",1e+05,"nM",98.203,"hERG"
"ranolazine",1e+05,"nM",98.07,"hERG"
"ranolazine",1e+05,"nM",101.497,"hERG"
"ranolazine",1e+05,"nM",99.392,"hERG"
"sotalol",9000,"nM",-7.934,"hERG"
"sotalol",9000,"nM",1.069,"hERG"
"sotalol",9000,"nM",-2.402,"hERG"
"sotalol",9000,"nM",-16.292,"hERG"
"sotalol",9000,"nM",30.218,"hERG"
"sotalol",30000,"nM",1.638,"hERG"
"sotalol",30000,"nM",16.801,"hERG"
"sotalol",30000,"nM",-2.857,"hERG"
"sotalol",30000,"nM",-6.563,"hERG"
"sotalol",30000,"nM",28.899,"hERG"
"sotalol",90000,"nM",29.124,"hERG"
"sotalol",90000,"nM",23.066,"hERG"
"sotalol",90000,"nM",8.053,"hERG"
"sotalol",90000,"nM",17.761,"hERG"
"sotalol",90000,"nM",27.987,"hERG"
"sotalol",3e+05,"nM",56.624,"hERG"
"sotalol",3e+05,"nM",55.797,"hERG"
"sotalol",3e+05,"nM",47.676,"hERG"
"sotalol",3e+05,"nM",58.834,"hERG"
"sotalol",3e+05,"nM",57.133,"hERG"
"sotalol",3e+05,"nM",36.216,"hERG"
"diltiazem",3000,"nM",40.822,"hERG"
"diltiazem",3000,"nM",30.225,"hERG"
"diltiazem",3000,"nM",33.801,"hERG"
"diltiazem",3000,"nM",62.64,"hERG"
"diltiazem",3000,"nM",55.573,"hERG"
"diltiazem",10000,"nM",65.776,"hERG"
"diltiazem",10000,"nM",60.692,"hERG"
"diltiazem",10000,"nM",56.596,"hERG"
"diltiazem",10000,"nM",79.395,"hERG"
"diltiazem",10000,"nM",63.663,"hERG"
"diltiazem",30000,"nM",85.766,"hERG"
"diltiazem",30000,"nM",81.393,"hERG"
"diltiazem",30000,"nM",81.064,"hERG"
"diltiazem",30000,"nM",84.312,"hERG"
"diltiazem",30000,"nM",77.75,"hERG"
"diltiazem",1e+05,"nM",100.236,"hERG"
"diltiazem",1e+05,"nM",104.241,"hERG"
"diltiazem",1e+05,"nM",95.908,"hERG"
"diltiazem",1e+05,"nM",104.676,"hERG"
"diltiazem",1e+05,"nM",94.669,"hERG"
"diltiazem",1e+05,"nM",97.533,"hERG"
"cisapride",0.9,"nM",4.561,"hERG"
"cisapride",0.9,"nM",-7.204,"hERG"
"cisapride",0.9,"nM",-22.905,"hERG"
"cisapride",0.9,"nM",-16.819,"hERG"
"cisapride",0.9,"nM",-6.376,"hERG"
"cisapride",0.9,"nM",-10.932,"hERG"
"cisapride",9,"nM",7.516,"hERG"
"cisapride",9,"nM",15.256,"hERG"
"cisapride",9,"nM",8.128,"hERG"
"cisapride",9,"nM",1.748,"hERG"
"cisapride",9,"nM",11.015,"hERG"
"cisapride",9,"nM",0.86,"hERG"
"cisapride",90,"nM",69.895,"hERG"
"cisapride",90,"nM",52.673,"hERG"
"cisapride",90,"nM",56.988,"hERG"
"cisapride",90,"nM",67.782,"hERG"
"cisapride",90,"nM",56.245,"hERG"
"cisapride",300,"nM",86.756,"hERG"
"cisapride",300,"nM",115.898,"hERG"
"cisapride",300,"nM",95.31,"hERG"
"cisapride",300,"nM",84.84,"hERG"
"cisapride",300,"nM",90.612,"hERG"
"cisapride",300,"nM",89.8,"hERG"
"dofetilide",1,"nM",19.104,"hERG"
"dofetilide",1,"nM",26.717,"hERG"
"dofetilide",1,"nM",6.44,"hERG"
"dofetilide",1,"nM",-5.521,"hERG"
"dofetilide",1,"nM",-20.584,"hERG"
"dofetilide",1,"nM",-8.717,"hERG"
"dofetilide",3,"nM",40.092,"hERG"
"dofetilide",3,"nM",41.939,"hERG"
"dofetilide",3,"nM",25.429,"hERG"
"dofetilide",3,"nM",5.702,"hERG"
"dofetilide",3,"nM",5.223,"hERG"
"dofetilide",10,"nM",37.866,"hERG"
"dofetilide",10,"nM",44.754,"hERG"
"dofetilide",10,"nM",27.797,"hERG"
"dofetilide",10,"nM",25.616,"hERG"
"dofetilide",10,"nM",27.008,"hERG"
"dofetilide",100,"nM",95.477,"hERG"
"dofetilide",100,"nM",101.502,"hERG"
"dofetilide",100,"nM",105.035,"hERG"
"dofetilide",100,"nM",106.695,"hERG"
"dofetilide",100,"nM",101.804,"hERG"
"quinidine",100,"nM",20.315,"hERG"
"quinidine",100,"nM",1.483,"hERG"
"quinidine",100,"nM",10.334,"hERG"
"quinidine",100,"nM",-6.252,"hERG"
"quinidine",100,"nM",0.435,"hERG"
"quinidine",300,"nM",62.325,"hERG"
"quinidine",300,"nM",45.59,"hERG"
"quinidine",300,"nM",19.757,"hERG"
"quinidine",300,"nM",28.341,"hERG"
"quinidine",300,"nM",28.863,"hERG"
"quinidine",300,"nM",15.928,"hERG"
"quinidine",1000,"nM",62.138,"hERG"
"quinidine",1000,"nM",68.765,"hERG"
"quinidine",1000,"nM",45.576,"hERG"
"quinidine",1000,"nM",47.867,"hERG"
"quinidine",1000,"nM",45.82,"hERG"
"quinidine",1000,"nM",48.986,"hERG"
"quinidine",10000,"nM",98.059,"hERG"
"quinidine",10000,"nM",93.695,"hERG"
"quinidine",10000,"nM",96.844,"hERG"
"quinidine",10000,"nM",87.533,"hERG"
"quinidine",10000,"nM",90.158,"hERG"
"quinidine",10000,"nM",90.745,"hERG"
"mexiletine",1000,"nM",2.178,"hERG"
"mexiletine",1000,"nM",-1.556,"hERG"
"mexiletine",1000,"nM",-1.315,"hERG"
"mexiletine",1000,"nM",-18.159,"hERG"
"mexiletine",1000,"nM",-0.223,"hERG"
"mexiletine",1000,"nM",-1.582,"hERG"
"mexiletine",10000,"nM",33.638,"hERG"
"mexiletine",10000,"nM",28.801,"hERG"
"mexiletine",10000,"nM",15.793,"hERG"
"mexiletine",10000,"nM",16.854,"hERG"
"mexiletine",10000,"nM",14.33,"hERG"
"mexiletine",30000,"nM",40.024,"hERG"
"mexiletine",30000,"nM",44.858,"hERG"
"mexiletine",30000,"nM",58.189,"hERG"
"mexiletine",30000,"nM",45.613,"hERG"
"mexiletine",1e+05,"nM",78.837,"hERG"
"mexiletine",1e+05,"nM",74.142,"hERG"
"mexiletine",1e+05,"nM",66.239,"hERG"
"mexiletine",1e+05,"nM",71.948,"hERG"
"mexiletine",1e+05,"nM",66.646,"hERG"
