"drug","conc","units","block","channel"
"chlorpromazine",990,"nM",66.3764961915125,"hERG"
"chlorpromazine",990,"nM",65.6553398058252,"hERG"
"chlorpromazine",990,"nM",69.2652329749104,"hERG"
"chlorpromazine",3000,"nM",90.8761329305136,"hERG"
"chlorpromazine",3000,"nM",88.3569096844396,"hERG"
"chlorpromazine",3000,"nM",85.8009708737864,"hERG"
"chlorpromazine",3000,"nM",93.3691756272401,"hERG"
"terfenadine",9.9,"nM",23.1108312342569,"hERG"
"terfenadine",9.9,"nM",14.1987829614604,"hERG"
"terfenadine",9.9,"nM",15.2998776009792,"hERG"
"terfenadine",30,"nM",38.6649874055416,"hERG"
"terfenadine",30,"nM",35.158891142664,"hERG"
"terfenadine",30,"nM",31.7013463892289,"hERG"
"terfenadine",99,"nM",67.191435768262,"hERG"
"terfenadine",99,"nM",69.8444895199459,"hERG"
"terfenadine",99,"nM",72.2154222766218,"hERG"
"terfenadine",300,"nM",86.7128463476071,"hERG"
"terfenadine",300,"nM",91.6159567275186,"hERG"
"terfenadine",300,"nM",90.6976744186047,"hERG"
"ranolazine",3000,"nM",24.7659574468085,"hERG"
"ranolazine",3000,"nM",25.2598752598753,"hERG"
"ranolazine",3000,"nM",23.9297475301866,"hERG"
"ranolazine",3000,"nM",14.9411764705882,"hERG"
"ranolazine",10000,"nM",51.9148936170213,"hERG"
"ranolazine",10000,"nM",49.4802494802495,"hERG"
"ranolazine",10000,"nM",58.2875960482986,"hERG"
"ranolazine",10000,"nM",43.4117647058823,"hERG"
"ranolazine",30000,"nM",72.7659574468085,"hERG"
"ranolazine",30000,"nM",69.4386694386694,"hERG"
"ranolazine",30000,"nM",82.6564215148189,"hERG"
"ranolazine",30000,"nM",65.5294117647059,"hERG"
"ranolazine",1e+05,"nM",87.1489361702128,"hERG"
"ranolazine",1e+05,"nM",90.3326403326403,"hERG"
"ranolazine",1e+05,"nM",91.7672886937431,"hERG"
"ranolazine",1e+05,"nM",81.5294117647059,"hERG"
"sotalol",9990,"nM",3.43300110741971,"hERG"
"sotalol",9990,"nM",3.88349514563107,"hERG"
"sotalol",9990,"nM",1.3302034428795,"hERG"
"sotalol",30000,"nM",3.65448504983389,"hERG"
"sotalol",30000,"nM",7.07350901525658,"hERG"
"sotalol",30000,"nM",11.2676056338028,"hERG"
"sotalol",99990,"nM",17.0542635658915,"hERG"
"sotalol",99990,"nM",22.4687933425798,"hERG"
"sotalol",99990,"nM",37.4804381846635,"hERG"
"sotalol",3e+05,"nM",34.8837209302326,"hERG"
"sotalol",3e+05,"nM",54.6463245492372,"hERG"
"sotalol",3e+05,"nM",58.6854460093897,"hERG"
"diltiazem",3000,"nM",40.7735697018533,"hERG"
"diltiazem",3000,"nM",32.4813631522897,"hERG"
"diltiazem",3000,"nM",49.1413474240423,"hERG"
"diltiazem",10000,"nM",69.4601128122482,"hERG"
"diltiazem",10000,"nM",58.5729499467519,"hERG"
"diltiazem",10000,"nM",73.0515191545575,"hERG"
"diltiazem",30000,"nM",90.5721192586624,"hERG"
"diltiazem",30000,"nM",80.937167199148,"hERG"
"diltiazem",30000,"nM",81.5059445178336,"hERG"
"diltiazem",1e+05,"nM",94.3593875906527,"hERG"
"diltiazem",1e+05,"nM",92.8647497337593,"hERG"
"diltiazem",1e+05,"nM",86.1294583883752,"hERG"
"cisapride",0.999,"nM",5.05979760809568,"hERG"
"cisapride",0.999,"nM",4.39314966492926,"hERG"
"cisapride",0.999,"nM",6.09613130128956,"hERG"
"cisapride",9.99,"nM",15.8233670653174,"hERG"
"cisapride",9.99,"nM",12.0997766195086,"hERG"
"cisapride",9.99,"nM",11.957796014068,"hERG"
"cisapride",99.9,"nM",51.7939282428703,"hERG"
"cisapride",99.9,"nM",51.9359642591214,"hERG"
"cisapride",99.9,"nM",49.0035169988277,"hERG"
"cisapride",300,"nM",86.5685372585097,"hERG"
"cisapride",300,"nM",89.6128071481757,"hERG"
"cisapride",300,"nM",81.9460726846424,"hERG"
"dofetilide",1,"nM",8.96114195083267,"hERG"
"dofetilide",1,"nM",2.62216924910608,"hERG"
"dofetilide",1,"nM",-6.22568093385214,"hERG"
"dofetilide",1,"nM",6.81963033779477,"hERG"
"dofetilide",3,"nM",15.6225218080888,"hERG"
"dofetilide",3,"nM",7.86650774731824,"hERG"
"dofetilide",3,"nM",-10.3112840466926,"hERG"
"dofetilide",3,"nM",7.7119184193754,"hERG"
"dofetilide",10,"nM",23.7113402061856,"hERG"
"dofetilide",10,"nM",19.6662693682956,"hERG"
"dofetilide",10,"nM",6.03112840466926,"hERG"
"dofetilide",10,"nM",15.1051625239006,"hERG"
"dofetilide",100,"nM",79.6193497224425,"hERG"
"dofetilide",100,"nM",77.1156138259833,"hERG"
"dofetilide",100,"nM",54.1828793774319,"hERG"
"dofetilide",100,"nM",72.9764181007011,"hERG"
"quinidine",100,"nM",14.5748987854251,"hERG"
"quinidine",100,"nM",8.33819241982507,"hERG"
"quinidine",100,"nM",16.2764771460424,"hERG"
"quinidine",100,"nM",11.7748917748918,"hERG"
"quinidine",300,"nM",35.4251012145749,"hERG"
"quinidine",300,"nM",24.7230320699708,"hERG"
"quinidine",300,"nM",34.3366778149387,"hERG"
"quinidine",300,"nM",30.3030303030303,"hERG"
"quinidine",1000,"nM",66.2955465587045,"hERG"
"quinidine",1000,"nM",50.3790087463557,"hERG"
"quinidine",1000,"nM",58.6399108138239,"hERG"
"quinidine",1000,"nM",65.8008658008658,"hERG"
"quinidine",10000,"nM",94.1295546558705,"hERG"
"quinidine",10000,"nM",94.0524781341108,"hERG"
"quinidine",10000,"nM",88.4057971014493,"hERG"
"quinidine",10000,"nM",93.1601731601732,"hERG"
"mexiletine",1000,"nM",25.2747252747253,"hERG"
"mexiletine",1000,"nM",9.42249240121581,"hERG"
"mexiletine",1000,"nM",8.12121212121213,"hERG"
"mexiletine",10000,"nM",28.5714285714286,"hERG"
"mexiletine",10000,"nM",26.2411347517731,"hERG"
"mexiletine",10000,"nM",19.2727272727273,"hERG"
"mexiletine",30000,"nM",56.1538461538462,"hERG"
"mexiletine",30000,"nM",49.5440729483283,"hERG"
"mexiletine",30000,"nM",37.8181818181818,"hERG"
"mexiletine",1e+05,"nM",90.1098901098901,"hERG"
"mexiletine",1e+05,"nM",77.8115501519757,"hERG"
"mexiletine",1e+05,"nM",67.8787878787879,"hERG"
