"drug","conc","units","block","channel"
"sotalol",99990,"nM",22.22668817,"hERG"
"sotalol",99990,"nM",27.75019678,"hERG"
"sotalol",99990,"nM",16.04523214,"hERG"
"sotalol",99990,"nM",33.30113459,"hERG"
"sotalol",3e+05,"nM",42.96623797,"hERG"
"sotalol",3e+05,"nM",46.79905962,"hERG"
"sotalol",3e+05,"nM",33.74083161,"hERG"
"sotalol",3e+05,"nM",68.43757499,"hERG"
"diltiazem",3000,"nM",17.5155282,"hERG"
"diltiazem",3000,"nM",22.27629018,"hERG"
"diltiazem",3000,"nM",17.00450422,"hERG"
"diltiazem",10000,"nM",38.21946246,"hERG"
"diltiazem",10000,"nM",51.14895887,"hERG"
"diltiazem",10000,"nM",38.76689239,"hERG"
"diltiazem",30000,"nM",61.82194576,"hERG"
"diltiazem",30000,"nM",71.37064055,"hERG"
"diltiazem",30000,"nM",62.52815329,"hERG"
"diltiazem",1e+05,"nM",85.87991719,"hERG"
"diltiazem",1e+05,"nM",86.99648538,"hERG"
"diltiazem",1e+05,"nM",85.10698201,"hERG"
"cisapride",0.9999,"nM",5.442932802,"hERG"
"cisapride",0.9999,"nM",-1.345532868,"hERG"
"cisapride",0.9999,"nM",8.062604185,"hERG"
"cisapride",0.9999,"nM",1.546503561,"hERG"
"cisapride",9.999,"nM",21.24409961,"hERG"
"cisapride",9.999,"nM",8.82669698,"hERG"
"cisapride",9.999,"nM",12.28209335,"hERG"
"cisapride",9.999,"nM",11.39413058,"hERG"
"cisapride",99.99,"nM",67.78672653,"hERG"
"cisapride",99.99,"nM",55.59741626,"hERG"
"cisapride",99.99,"nM",52.95166634,"hERG"
"cisapride",99.99,"nM",57.26631665,"hERG"
"cisapride",300,"nM",86.86476004,"hERG"
"cisapride",300,"nM",85.68353072,"hERG"
"cisapride",300,"nM",80.88351872,"hERG"
"cisapride",300,"nM",86.1269047,"hERG"
"dofetilide",1,"nM",2.249805977,"hERG"
"dofetilide",1,"nM",-1.790153262,"hERG"
"dofetilide",1,"nM",6.479590744,"hERG"
"dofetilide",1,"nM",-0.038972376,"hERG"
"dofetilide",3,"nM",6.206361316,"hERG"
"dofetilide",3,"nM",4.525111618,"hERG"
"dofetilide",3,"nM",8.57142797,"hERG"
"dofetilide",3,"nM",5.183163714,"hERG"
"dofetilide",10,"nM",7.938970517,"hERG"
"dofetilide",10,"nM",11.38737069,"hERG"
"dofetilide",10,"nM",13.77551062,"hERG"
"dofetilide",10,"nM",14.96492538,"hERG"
"dofetilide",100,"nM",55.77967452,"hERG"
"dofetilide",100,"nM",49.32869263,"hERG"
"dofetilide",100,"nM",44.89795839,"hERG"
"dofetilide",100,"nM",50.58456748,"hERG"
"quinidine",100,"nM",7.886017548,"hERG"
"quinidine",100,"nM",9.261700881,"hERG"
"quinidine",100,"nM",5.290612088,"hERG"
"quinidine",300,"nM",20.51027179,"hERG"
"quinidine",300,"nM",21.48978146,"hERG"
"quinidine",300,"nM",14.60506778,"hERG"
"quinidine",1000,"nM",45.62624309,"hERG"
"quinidine",1000,"nM",47.6598543,"hERG"
"quinidine",1000,"nM",41.72876305,"hERG"
"quinidine",10000,"nM",91.78263753,"hERG"
"quinidine",10000,"nM",92.48516802,"hERG"
"quinidine",10000,"nM",90.53651274,"hERG"
"mexiletine",1000,"nM",4.662127213,"hERG"
"mexiletine",1000,"nM",4.917126996,"hERG"
"mexiletine",1000,"nM",4.655274413,"hERG"
"mexiletine",1000,"nM",1.36986186,"hERG"
"mexiletine",10000,"nM",15.24358301,"hERG"
"mexiletine",10000,"nM",19.47513869,"hERG"
"mexiletine",10000,"nM",15.02651787,"hERG"
"mexiletine",10000,"nM",11.40490534,"hERG"
"mexiletine",30000,"nM",33.44683143,"hERG"
"mexiletine",30000,"nM",37.92817765,"hERG"
"mexiletine",30000,"nM",32.38067232,"hERG"
"mexiletine",30000,"nM",26.05925447,"hERG"
"mexiletine",1e+05,"nM",59.11472035,"hERG"
"mexiletine",1e+05,"nM",36.16022088,"hERG"
"mexiletine",1e+05,"nM",62.25692375,"hERG"
"mexiletine",1e+05,"nM",52.88308364,"hERG"
