"drug","conc","units","block","channel"
"domperidone",2000,"nM",99.13574,"hERG"
"domperidone",20000,"nM",102.0844,"hERG"
"domperidone",20,"nM",20.59448,"hERG"
"domperidone",200,"nM",61.99575,"hERG"
"domperidone",2000,"nM",95.046,"hERG"
"domperidone",20000,"nM",98.72612,"hERG"
"domperidone",20,"nM",19.95059,"hERG"
"domperidone",200,"nM",72.1433,"hERG"
"domperidone",2000,"nM",96.35578,"hERG"
"domperidone",20000,"nM",99.2588,"hERG"
"domperidone",20,"nM",34.24218,"hERG"
"domperidone",200,"nM",78.42823,"hERG"
"domperidone",2000,"nM",99.83962,"hERG"
"domperidone",20000,"nM",101.6039,"hERG"
"domperidone",20,"nM",17.52846,"hERG"
"domperidone",200,"nM",68.65041,"hERG"
"domperidone",2000,"nM",96.68293,"hERG"
"domperidone",20000,"nM",100.0325,"hERG"
"domperidone",20,"nM",21.37652,"hERG"
"domperidone",200,"nM",73.52227,"hERG"
"domperidone",2000,"nM",106.8826,"hERG"
"domperidone",20000,"nM",100.4049,"hERG"
"domperidone",20,"nM",22.39789,"hERG"
"domperidone",200,"nM",69.43347,"hERG"
"domperidone",2000,"nM",104.7431,"hERG"
"domperidone",20000,"nM",100,"hERG"
"domperidone",20,"nM",37.64881,"hERG"
"domperidone",200,"nM",80.20833,"hERG"
"domperidone",2000,"nM",99.40476,"hERG"
"domperidone",20000,"nM",100.8929,"hERG"
"domperidone",20,"nM",16.03774,"hERG"
"domperidone",200,"nM",66.66667,"hERG"
"domperidone",2000,"nM",94.18239,"hERG"
"domperidone",20000,"nM",98.74214,"hERG"
"domperidone",20,"nM",7.932693,"hERG"
"domperidone",200,"nM",62.01923,"hERG"
"domperidone",2000,"nM",113.0609,"hERG"
"domperidone",20000,"nM",115.0641,"hERG"
"domperidone",20,"nM",13.95076,"hERG"
"domperidone",200,"nM",65.88511,"hERG"
"domperidone",2000,"nM",118.5229,"hERG"
"domperidone",20000,"nM",120.7503,"hERG"
"domperidone",20,"nM",14.02439,"hERG"
"domperidone",200,"nM",61.32404,"hERG"
"domperidone",2000,"nM",88.24042,"hERG"
"domperidone",20000,"nM",107.23,"hERG"
"domperidone",20,"nM",14.48413,"hERG"
"domperidone",200,"nM",57.73809,"hERG"
"domperidone",2000,"nM",86.70635,"hERG"
"domperidone",20000,"nM",89.48413,"hERG"
"nifedipine",7.7,"nM",1.326781,"hERG"
"nifedipine",77,"nM",2.260442,"hERG"
"nifedipine",7700,"nM",9.336609,"hERG"
"nifedipine",51100,"nM",42.60442,"hERG"
"nifedipine",7.7,"nM",2.379334,"hERG"
"nifedipine",77,"nM",2.923182,"hERG"
"nifedipine",7700,"nM",9.653297,"hERG"
"nifedipine",51100,"nM",40.24473,"hERG"
"nifedipine",7.7,"nM",11.0917,"hERG"
"nifedipine",77,"nM",17.70015,"hERG"
"nifedipine",7700,"nM",24.5706,"hERG"
"nifedipine",51100,"nM",49.46143,"hERG"
"nifedipine",7.7,"nM",-0.46512,"hERG"
"nifedipine",77,"nM",11.31783,"hERG"
"nifedipine",7700,"nM",14.26357,"hERG"
"nifedipine",51100,"nM",36.58915,"hERG"
"nifedipine",7.7,"nM",12.1197,"hERG"
"nifedipine",77,"nM",5.885287,"hERG"
"nifedipine",7700,"nM",13.06733,"hERG"
"nifedipine",51100,"nM",33.21696,"hERG"
"nifedipine",7.7,"nM",0.667904,"hERG"
"nifedipine",77,"nM",-0.92764,"hERG"
"nifedipine",7700,"nM",17.69944,"hERG"
"nifedipine",51100,"nM",48.64564,"hERG"
"nifedipine",7.7,"nM",-3.92157,"hERG"
"nifedipine",77,"nM",-6.06061,"hERG"
"nifedipine",7700,"nM",13.19073,"hERG"
"nifedipine",51100,"nM",53.65419,"hERG"
"nifedipine",7.7,"nM",7.908612,"hERG"
"nifedipine",77,"nM",15.46573,"hERG"
"nifedipine",7700,"nM",29.34974,"hERG"
"nifedipine",51100,"nM",66.25659,"hERG"
"nifedipine",7.7,"nM",1.119664,"hERG"
"nifedipine",77,"nM",4.19874,"hERG"
"nifedipine",7700,"nM",16.93492,"hERG"
"nifedipine",51100,"nM",60.88174,"hERG"
"nitrendipine",3.02,"nM",1.407172,"hERG"
"nitrendipine",30.2,"nM",12.66455,"hERG"
"nitrendipine",3020,"nM",11.03041,"hERG"
"nitrendipine",30200,"nM",48.84249,"hERG"
"nitrendipine",3.02,"nM",9.515697,"hERG"
"nitrendipine",30.2,"nM",15.18618,"hERG"
"nitrendipine",3020,"nM",21.83013,"hERG"
"nitrendipine",30200,"nM",64.41957,"hERG"
"nitrendipine",3.02,"nM",12.89603,"hERG"
"nitrendipine",30.2,"nM",15.08255,"hERG"
"nitrendipine",3020,"nM",22.08835,"hERG"
"nitrendipine",30200,"nM",65.28336,"hERG"
"nitrendipine",3.02,"nM",1.071976,"hERG"
"nitrendipine",30.2,"nM",0.918836,"hERG"
"nitrendipine",3020,"nM",9.800919,"hERG"
"nitrendipine",30200,"nM",63.09342,"hERG"
"nitrendipine",3.02,"nM",9.21659,"hERG"
"nitrendipine",30.2,"nM",26.91244,"hERG"
"nitrendipine",3020,"nM",34.93088,"hERG"
"nitrendipine",30200,"nM",71.42857,"hERG"
"nitrendipine",3.02,"nM",0.897959,"hERG"
"nitrendipine",30.2,"nM",6.693877,"hERG"
"nitrendipine",3020,"nM",21.06122,"hERG"
"nitrendipine",30200,"nM",66.44898,"hERG"
"nitrendipine",3.02,"nM",9.69697,"hERG"
"nitrendipine",30.2,"nM",16.36364,"hERG"
"nitrendipine",3020,"nM",22.12121,"hERG"
"nitrendipine",30200,"nM",64.44445,"hERG"
"nitrendipine",3.02,"nM",-6.12813,"hERG"
"nitrendipine",30.2,"nM",-5.08357,"hERG"
"nitrendipine",3020,"nM",11.42061,"hERG"
"nitrendipine",30200,"nM",63.57939,"hERG"
"nitrendipine",3.02,"nM",5.929003,"hERG"
"nitrendipine",30.2,"nM",11.78248,"hERG"
"nitrendipine",3020,"nM",27.71903,"hERG"
"nitrendipine",30200,"nM",82.43958,"hERG"
"nitrendipine",3.02,"nM",18.86792,"hERG"
"nitrendipine",30.2,"nM",26.41509,"hERG"
"nitrendipine",3020,"nM",30.89623,"hERG"
"nitrendipine",30200,"nM",56.36792,"hERG"
"disopyramide",70,"nM",9.946596,"hERG"
"disopyramide",700,"nM",17.0227,"hERG"
"disopyramide",7000,"nM",45.99466,"hERG"
"disopyramide",70000,"nM",85.04673,"hERG"
"disopyramide",70,"nM",-9.1842,"hERG"
"disopyramide",700,"nM",4.874295,"hERG"
"disopyramide",7000,"nM",35.14623,"hERG"
"disopyramide",70000,"nM",84.55618,"hERG"
"disopyramide",70,"nM",9.138933,"hERG"
"disopyramide",700,"nM",19.91548,"hERG"
"disopyramide",7000,"nM",47.75489,"hERG"
"disopyramide",70000,"nM",93.29107,"hERG"
"disopyramide",70,"nM",5.52,"hERG"
"disopyramide",700,"nM",15.84,"hERG"
"disopyramide",7000,"nM",62.56,"hERG"
"disopyramide",70000,"nM",96.08,"hERG"
"disopyramide",70,"nM",-20.5882,"hERG"
"disopyramide",700,"nM",0.26738,"hERG"
"disopyramide",7000,"nM",62.70054,"hERG"
"disopyramide",70000,"nM",98.93048,"hERG"
"disopyramide",70,"nM",19.71496,"hERG"
"disopyramide",700,"nM",25.89074,"hERG"
"disopyramide",7000,"nM",60.8076,"hERG"
"disopyramide",70000,"nM",94.41805,"hERG"
"disopyramide",70,"nM",2.827381,"hERG"
"disopyramide",700,"nM",13.24405,"hERG"
"disopyramide",7000,"nM",63.39286,"hERG"
"disopyramide",70000,"nM",95.2381,"hERG"
"disopyramide",70,"nM",-11.43617,"hERG"
"disopyramide",700,"nM",-0.2659575,"hERG"
"disopyramide",7000,"nM",67.553191,"hERG"
"disopyramide",70000,"nM",118.35106,"hERG"
"disopyramide",70,"nM",31.05516,"hERG"
"disopyramide",700,"nM",8.752997,"hERG"
"disopyramide",7000,"nM",72.54197,"hERG"
"disopyramide",70000,"nM",119.1846,"hERG"
"disopyramide",70,"nM",10.90188,"hERG"
"disopyramide",700,"nM",18.97919,"hERG"
"disopyramide",7000,"nM",60.00991,"hERG"
"disopyramide",70000,"nM",82.95342,"hERG"
"disopyramide",70,"nM",6.098901,"hERG"
"disopyramide",700,"nM",39.17582,"hERG"
"disopyramide",7000,"nM",62.52747,"hERG"
"disopyramide",70000,"nM",82.41758,"hERG"
"disopyramide",70,"nM",8.290817,"hERG"
"disopyramide",700,"nM",17.60204,"hERG"
"disopyramide",7000,"nM",61.47959,"hERG"
"disopyramide",70000,"nM",87.7551,"hERG"
"disopyramide",70,"nM",16.15226,"hERG"
"disopyramide",700,"nM",24.79424,"hERG"
"disopyramide",7000,"nM",59.67078,"hERG"
"disopyramide",70000,"nM",93.6214,"hERG"
"pimozide",0.43,"nM",2.15698,"hERG"
"pimozide",4.3,"nM",43.37927,"hERG"
"pimozide",43,"nM",99.70042,"hERG"
"pimozide",430,"nM",101.6177,"hERG"
"pimozide",0.43,"nM",7.575758,"hERG"
"pimozide",4.3,"nM",56.86869,"hERG"
"pimozide",43,"nM",99.09091,"hERG"
"pimozide",430,"nM",101.8182,"hERG"
"pimozide",0.43,"nM",3.381443,"hERG"
"pimozide",4.3,"nM",38.06186,"hERG"
"pimozide",43,"nM",98.2268,"hERG"
"pimozide",430,"nM",103.4639,"hERG"
"pimozide",0.43,"nM",16.92411,"hERG"
"pimozide",4.3,"nM",52.98858,"hERG"
"pimozide",43,"nM",98.25386,"hERG"
"pimozide",430,"nM",103.0222,"hERG"
"pimozide",0.43,"nM",7.673061,"hERG"
"pimozide",4.3,"nM",61.6347,"hERG"
"pimozide",43,"nM",99.58299,"hERG"
"pimozide",430,"nM",102.8357,"hERG"
"pimozide",0.43,"nM",10.57269,"hERG"
"pimozide",4.3,"nM",77.31278,"hERG"
"pimozide",43,"nM",102.2026,"hERG"
"pimozide",430,"nM",105.2863,"hERG"
"pimozide",0.43,"nM",28.17229,"hERG"
"pimozide",4.3,"nM",78.57974,"hERG"
"pimozide",43,"nM",99.30151,"hERG"
"pimozide",430,"nM",101.7462,"hERG"
"pimozide",0.43,"nM",-18.4211,"hERG"
"pimozide",4.3,"nM",64.84962,"hERG"
"pimozide",43,"nM",109.5865,"hERG"
"pimozide",430,"nM",105.6015,"hERG"
"pimozide",0.43,"nM",21.17235,"hERG"
"pimozide",4.3,"nM",25.6343,"hERG"
"pimozide",43,"nM",84.42695,"hERG"
"pimozide",430,"nM",90.20123,"hERG"
"pimozide",0.43,"nM",13.16239,"hERG"
"pimozide",4.3,"nM",23.07692,"hERG"
"pimozide",43,"nM",75.12821,"hERG"
"pimozide",430,"nM",80.51282,"hERG"
"pimozide",0.43,"nM",12.83784,"hERG"
"pimozide",4.3,"nM",34.45946,"hERG"
"pimozide",43,"nM",107.7027,"hERG"
"pimozide",430,"nM",112.1622,"hERG"
"pimozide",0.43,"nM",16.06096,"hERG"
"pimozide",4.3,"nM",25.90856,"hERG"
"pimozide",43,"nM",90.73857,"hERG"
"pimozide",430,"nM",96.483,"hERG"
"clozapine",71,"nM",-4.90601,"hERG"
"clozapine",710,"nM",8.803301,"hERG"
"clozapine",7100,"nM",70.24301,"hERG"
"clozapine",71000,"nM",104.9977,"hERG"
"clozapine",71,"nM",4.824561,"hERG"
"clozapine",710,"nM",19.15205,"hERG"
"clozapine",7100,"nM",83.04094,"hERG"
"clozapine",71000,"nM",119.883,"hERG"
"clozapine",71,"nM",9.1304346,"hERG"
"clozapine",710,"nM",30.1449276,"hERG"
"clozapine",7100,"nM",77.4637676,"hERG"
"clozapine",71000,"nM",92.4637676,"hERG"
"clozapine",71,"nM",14.11549,"hERG"
"clozapine",710,"nM",31.71402,"hERG"
"clozapine",7100,"nM",89.91751,"hERG"
"clozapine",71000,"nM",108.5885,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",18.88708,"hERG"
"clarithromycin",12060,"nM",23.55808,"hERG"
"clarithromycin",1e+05,"nM",32.81885,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",10.80921,"hERG"
"clarithromycin",12060,"nM",26.22564,"hERG"
"clarithromycin",1e+05,"nM",53.51447,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",6.094022,"hERG"
"clarithromycin",12060,"nM",-0.17411,"hERG"
"clarithromycin",1e+05,"nM",15.96053,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",8.793687,"hERG"
"clarithromycin",12060,"nM",14.31793,"hERG"
"clarithromycin",1e+05,"nM",29.65051,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",13.48511,"hERG"
"clarithromycin",12060,"nM",21.62872,"hERG"
"clarithromycin",1e+05,"nM",39.92995,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",4.723247,"hERG"
"clarithromycin",12060,"nM",5.313653,"hERG"
"clarithromycin",1e+05,"nM",19.04059,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",7.233408,"hERG"
"clarithromycin",12060,"nM",7.158837,"hERG"
"clarithromycin",1e+05,"nM",24.83222,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",2.464332,"hERG"
"clarithromycin",12060,"nM",9.857329,"hERG"
"clarithromycin",1e+05,"nM",31.38781,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",11.5896137,"hERG"
"clarithromycin",12060,"nM",20.3926537,"hERG"
"clarithromycin",1e+05,"nM",38.8220397,"hERG"
"clarithromycin",126,"nM",0,"hERG"
"clarithromycin",1206,"nM",6.721698,"hERG"
"clarithromycin",12060,"nM",12.26415,"hERG"
"clarithromycin",1e+05,"nM",28.65566,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",4.573439,"hERG"
"vandetanib",3000,"nM",15.83114,"hERG"
"vandetanib",16800,"nM",65.69921,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",4.503311,"hERG"
"vandetanib",3000,"nM",8.874172,"hERG"
"vandetanib",16800,"nM",60.19868,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",8.803987,"hERG"
"vandetanib",3000,"nM",12.7907,"hERG"
"vandetanib",16800,"nM",59.46844,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",6.696429,"hERG"
"vandetanib",3000,"nM",13.16964,"hERG"
"vandetanib",16800,"nM",59.26339,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",21.513353,"hERG"
"vandetanib",3000,"nM",29.005935,"hERG"
"vandetanib",16800,"nM",70.474777,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",-16.8807,"hERG"
"vandetanib",3000,"nM",12.66055,"hERG"
"vandetanib",16800,"nM",66.42202,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",16.4306,"hERG"
"vandetanib",3000,"nM",18.13031,"hERG"
"vandetanib",16800,"nM",68.55524,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",22.46438,"hERG"
"vandetanib",3000,"nM",30.25985,"hERG"
"vandetanib",16800,"nM",66.21961,"hERG"
"vandetanib",30,"nM",0,"hERG"
"vandetanib",300,"nM",3.18218,"hERG"
"vandetanib",3000,"nM",8.273667,"hERG"
"vandetanib",16800,"nM",70.00796,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",7.415254,"hERG"
"tamoxifen",2100,"nM",20.83333,"hERG"
"tamoxifen",10000,"nM",55.47316,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",-12.1137,"hERG"
"tamoxifen",2100,"nM",-12.2632,"hERG"
"tamoxifen",10000,"nM",39.332,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",7.491639,"hERG"
"tamoxifen",2100,"nM",14.31438,"hERG"
"tamoxifen",10000,"nM",59.73244,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",-10.1316,"hERG"
"tamoxifen",2100,"nM",5.394737,"hERG"
"tamoxifen",10000,"nM",71.18421,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",18.11506,"hERG"
"tamoxifen",2100,"nM",29.25337,"hERG"
"tamoxifen",10000,"nM",69.52264,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",-3.663,"hERG"
"tamoxifen",2100,"nM",3.296703,"hERG"
"tamoxifen",10000,"nM",43.77289,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",8.794542,"hERG"
"tamoxifen",2100,"nM",5.610311,"hERG"
"tamoxifen",10000,"nM",71.721,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",8.513932,"hERG"
"tamoxifen",2100,"nM",13.390093,"hERG"
"tamoxifen",10000,"nM",37.4613,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",2.865014,"hERG"
"tamoxifen",2100,"nM",10.35813,"hERG"
"tamoxifen",10000,"nM",42.09366,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",2.40481,"hERG"
"tamoxifen",2100,"nM",1.670007,"hERG"
"tamoxifen",10000,"nM",30.89512,"hERG"
"tamoxifen",21,"nM",0,"hERG"
"tamoxifen",210,"nM",11.49826,"hERG"
"tamoxifen",2100,"nM",18.64112,"hERG"
"tamoxifen",10000,"nM",46.42857,"hERG"
"risperidone",2,"nM",16.73837,"hERG"
"risperidone",20,"nM",11.69339,"hERG"
"risperidone",200,"nM",30.81736,"hERG"
"risperidone",2000,"nM",84.64998,"hERG"
"risperidone",2,"nM",-2.52573,"hERG"
"risperidone",20,"nM",-6.22077,"hERG"
"risperidone",200,"nM",11.78672,"hERG"
"risperidone",2000,"nM",80.16838,"hERG"
"risperidone",2,"nM",11.65192,"hERG"
"risperidone",20,"nM",17.40413,"hERG"
"risperidone",200,"nM",28.46608,"hERG"
"risperidone",2000,"nM",66.0767,"hERG"
"risperidone",2,"nM",15.74468,"hERG"
"risperidone",20,"nM",1.134752,"hERG"
"risperidone",200,"nM",11.77305,"hERG"
"risperidone",2000,"nM",55.88653,"hERG"
"risperidone",2,"nM",4.122807,"hERG"
"risperidone",20,"nM",9.649123,"hERG"
"risperidone",200,"nM",21.57895,"hERG"
"risperidone",2000,"nM",61.75439,"hERG"
"risperidone",2,"nM",7.242064,"hERG"
"risperidone",20,"nM",10.01984,"hERG"
"risperidone",200,"nM",20.73413,"hERG"
"risperidone",2000,"nM",62.10318,"hERG"
"risperidone",2,"nM",5.731832,"hERG"
"risperidone",20,"nM",11.1566,"hERG"
"risperidone",200,"nM",24.97441,"hERG"
"risperidone",2000,"nM",65.81372,"hERG"
"risperidone",2,"nM",2.857143,"hERG"
"risperidone",20,"nM",10.37594,"hERG"
"risperidone",200,"nM",30.07519,"hERG"
"risperidone",2000,"nM",73.53384,"hERG"
"risperidone",2,"nM",4.647984,"hERG"
"risperidone",20,"nM",10.79973,"hERG"
"risperidone",200,"nM",22.8298,"hERG"
"risperidone",2000,"nM",59.26179,"hERG"
"risperidone",2,"nM",6.138614,"hERG"
"risperidone",20,"nM",8.415842,"hERG"
"risperidone",200,"nM",26.63366,"hERG"
"risperidone",2000,"nM",69.70297,"hERG"
"risperidone",2,"nM",3.15534,"hERG"
"risperidone",20,"nM",10.31553,"hERG"
"risperidone",200,"nM",26.45631,"hERG"
"risperidone",2000,"nM",68.32524,"hERG"
"risperidone",2,"nM",4.736842,"hERG"
"risperidone",20,"nM",12.10526,"hERG"
"risperidone",200,"nM",23.1579,"hERG"
"risperidone",2000,"nM",55.13158,"hERG"
