drug,conc,units,block,channel
risperidone,2,nM,-5.71,hERG
risperidone,2,nM,-2.06,hERG
risperidone,2,nM,-1.04,hERG
risperidone,2,nM,-0.45,hERG
risperidone,2,nM,1.77,hERG
risperidone,2,nM,8.85,hERG
risperidone,2,nM,9.24,hERG
risperidone,20,nM,-5.03,hERG
risperidone,20,nM,-5.02,hERG
risperidone,20,nM,-4.06,hERG
risperidone,20,nM,5.43,hERG
risperidone,20,nM,6.82,hERG
risperidone,20,nM,18,hERG
risperidone,200,nM,7.53,hERG
risperidone,200,nM,7.58,hERG
risperidone,200,nM,16.52,hERG
risperidone,200,nM,18.69,hERG
risperidone,200,nM,18.72,hERG
risperidone,200,nM,21.53,hERG
risperidone,200,nM,25.11,hERG
risperidone,200,nM,40.95,hERG
risperidone,2000,nM,73.75,hERG
risperidone,2000,nM,75.96,hERG
risperidone,2000,nM,78.84,hERG
risperidone,2000,nM,79.07,hERG
risperidone,2000,nM,79.39,hERG
risperidone,2000,nM,79.74,hERG
risperidone,2000,nM,83.76,hERG
risperidone,2000,nM,85.61,hERG
tamoxifen,21,nM,16.72,hERG
tamoxifen,21,nM,20.27,hERG
tamoxifen,21,nM,29.46,hERG
tamoxifen,21,nM,29.57,hERG
tamoxifen,21,nM,29.61,hERG
tamoxifen,21,nM,42.91,hERG
tamoxifen,210,nM,21.15,hERG
tamoxifen,210,nM,44.1,hERG
tamoxifen,210,nM,61.46,hERG
tamoxifen,210,nM,62.32,hERG
tamoxifen,210,nM,65.75,hERG
tamoxifen,210,nM,75.41,hERG
tamoxifen,2100,nM,51.73,hERG
tamoxifen,2100,nM,55.47,hERG
tamoxifen,2100,nM,61.18,hERG
tamoxifen,2100,nM,61.86,hERG
tamoxifen,2100,nM,63.14,hERG
tamoxifen,2100,nM,63.19,hERG
tamoxifen,2100,nM,87.69,hERG
tamoxifen,10000,nM,94.45,hERG
tamoxifen,10000,nM,96.05,hERG
tamoxifen,10000,nM,97.2,hERG
tamoxifen,10000,nM,97.36,hERG
tamoxifen,10000,nM,97.53,hERG
vandetanib,30,nM,11.2,hERG
vandetanib,30,nM,23.96,hERG
vandetanib,30,nM,24.64,hERG
vandetanib,30,nM,27.1,hERG
vandetanib,30,nM,30.9,hERG
vandetanib,30,nM,35.07,hERG
vandetanib,30,nM,42.16,hERG
vandetanib,30,nM,44.26,hERG
vandetanib,30,nM,47.01,hERG
vandetanib,300,nM,9.25,hERG
vandetanib,300,nM,32.79,hERG
vandetanib,300,nM,70.62,hERG
vandetanib,300,nM,73.46,hERG
vandetanib,300,nM,81.36,hERG
vandetanib,300,nM,83.54,hERG
vandetanib,300,nM,84.33,hERG
vandetanib,300,nM,89.35,hERG
vandetanib,300,nM,97.96,hERG
vandetanib,3000,nM,72.63,hERG
vandetanib,3000,nM,76.21,hERG
vandetanib,3000,nM,76.83,hERG
vandetanib,3000,nM,77.45,hERG
vandetanib,3000,nM,79.32,hERG
vandetanib,3000,nM,80.35,hERG
vandetanib,3000,nM,82.63,hERG
vandetanib,3000,nM,83.49,hERG
vandetanib,3000,nM,84.93,hERG
vandetanib,3000,nM,89.18,hERG
vandetanib,16800,nM,96.99,hERG
vandetanib,16800,nM,98.35,hERG
vandetanib,16800,nM,99.37,hERG
vandetanib,16800,nM,100,hERG
vandetanib,16800,nM,100.34,hERG
vandetanib,16800,nM,100.4,hERG
vandetanib,16800,nM,100.75,hERG
vandetanib,16800,nM,101.26,hERG
vandetanib,16800,nM,102.12,hERG
vandetanib,16800,nM,132.41,hERG
