drug,conc,units,channel,block
diltiazem,3000,nM,IKs,4.221410715
diltiazem,3000,nM,IKs,36.68916369
diltiazem,3000,nM,IKs,23.34068941
diltiazem,3000,nM,IKs,-8.232834758
diltiazem,10000,nM,IKs,23.41289835
diltiazem,10000,nM,IKs,6.681305444
diltiazem,10000,nM,IKs,3.855867757
diltiazem,10000,nM,IKs,-21.77313827
diltiazem,10000,nM,IKs,27.42887019
diltiazem,10000,nM,IKs,30.52713445
diltiazem,30000,nM,IKs,5.731598709
diltiazem,30000,nM,IKs,29.26964334
diltiazem,30000,nM,IKs,21.55415009
diltiazem,30000,nM,IKs,30.82542412
diltiazem,30000,nM,IKs,35.83765561
diltiazem,30000,nM,IKs,20.41036605
diltiazem,1.00E+05,nM,IKs,47.48414031
diltiazem,1.00E+05,nM,IKs,73.00419371
diltiazem,1.00E+05,nM,IKs,65.80137911
diltiazem,1.00E+05,nM,IKs,18.31716165
diltiazem,1.00E+05,nM,IKs,32.84274927
diltiazem,1.00E+05,nM,IKs,60.68633642
cisapride,0.9,nM,IKs,39.04913757
cisapride,0.9,nM,IKs,6.365692304
cisapride,0.9,nM,IKs,16.75813828
cisapride,0.9,nM,IKs,-21.52525383
cisapride,0.9,nM,IKs,1.437822087
cisapride,0.9,nM,IKs,-2.599138896
cisapride,9,nM,IKs,1.819116152
cisapride,9,nM,IKs,46.21269636
cisapride,9,nM,IKs,-27.30498963
cisapride,9,nM,IKs,7.355290087
cisapride,9,nM,IKs,35.11812277
cisapride,9,nM,IKs,-15.64473857
cisapride,90,nM,IKs,-10.02676192
cisapride,90,nM,IKs,38.22398824
cisapride,90,nM,IKs,1.44027075
cisapride,90,nM,IKs,14.14860971
cisapride,90,nM,IKs,-73.43637478
cisapride,90,nM,IKs,-2.363843761
cisapride,300,nM,IKs,10.26300602
cisapride,300,nM,IKs,24.39670176
cisapride,300,nM,IKs,26.47357542
cisapride,300,nM,IKs,9.591804509
cisapride,300,nM,IKs,-39.35588321
cisapride,300,nM,IKs,-9.38077026
dofetilide,1,nM,IKs,6.685068054
dofetilide,1,nM,IKs,27.30452461
dofetilide,1,nM,IKs,-7.377547514
dofetilide,1,nM,IKs,14.7996427
dofetilide,1,nM,IKs,-19.93585942
dofetilide,3,nM,IKs,-36.75457222
dofetilide,3,nM,IKs,29.53811094
dofetilide,3,nM,IKs,-0.34106031
dofetilide,3,nM,IKs,-12.60643947
dofetilide,10,nM,IKs,23.31587211
dofetilide,10,nM,IKs,14.239917
dofetilide,10,nM,IKs,0.285583989
dofetilide,10,nM,IKs,-19.86829269
dofetilide,10,nM,IKs,-4.364510996
dofetilide,10,nM,IKs,-47.47373343
dofetilide,100,nM,IKs,-11.51815476
dofetilide,100,nM,IKs,28.82646939
dofetilide,100,nM,IKs,-9.688115956
dofetilide,100,nM,IKs,-13.60919483
dofetilide,100,nM,IKs,-26.94932118
dofetilide,100,nM,IKs,14.05406912
quinidine,100,nM,IKs,39.1493579
quinidine,100,nM,IKs,-6.45830595
quinidine,100,nM,IKs,16.73431973
quinidine,100,nM,IKs,4.46000635
quinidine,100,nM,IKs,-6.108524395
quinidine,100,nM,IKs,-61.79009088
quinidine,300,nM,IKs,-4.625403882
quinidine,300,nM,IKs,42.49137305
quinidine,300,nM,IKs,-38.58763263
quinidine,300,nM,IKs,13.05304406
quinidine,300,nM,IKs,-29.48723829
quinidine,1000,nM,IKs,-1.493862854
quinidine,1000,nM,IKs,38.80996225
quinidine,1000,nM,IKs,29.56489165
quinidine,1000,nM,IKs,-30.85470791
quinidine,1000,nM,IKs,6.452973921
quinidine,1000,nM,IKs,-14.80794684
quinidine,10000,nM,IKs,14.02804835
quinidine,10000,nM,IKs,20.56866934
quinidine,10000,nM,IKs,2.660294899
quinidine,10000,nM,IKs,30.32595931
quinidine,10000,nM,IKs,-19.79064475
quinidine,10000,nM,IKs,7.246818791
mexiletine,1000,nM,IKs,53.32018163
mexiletine,1000,nM,IKs,28.35877268
mexiletine,1000,nM,IKs,16.304061
mexiletine,1000,nM,IKs,-42.97735804
mexiletine,1000,nM,IKs,-2.139623155
mexiletine,1000,nM,IKs,-37.3093312
mexiletine,10000,nM,IKs,32.17946438
mexiletine,10000,nM,IKs,12.25319178
mexiletine,10000,nM,IKs,15.59192313
mexiletine,10000,nM,IKs,-3.162654963
mexiletine,10000,nM,IKs,1.084418597
mexiletine,10000,nM,IKs,-27.10895362
mexiletine,30000,nM,IKs,28.04668108
mexiletine,30000,nM,IKs,27.69237018
mexiletine,30000,nM,IKs,-1.91941931
mexiletine,30000,nM,IKs,-24.04318048
mexiletine,30000,nM,IKs,16.63523967
mexiletine,30000,nM,IKs,24.9289477
mexiletine,1.00E+05,nM,IKs,44.75789779
mexiletine,1.00E+05,nM,IKs,52.20321185
mexiletine,1.00E+05,nM,IKs,32.8281724
mexiletine,1.00E+05,nM,IKs,38.30479006
mexiletine,1.00E+05,nM,IKs,32.94329841
mexiletine,1.00E+05,nM,IKs,54.61512657
ondansetron,300,nM,INa,-1.562
ondansetron,300,nM,INa,11.805
ondansetron,300,nM,INa,-2.089
ondansetron,300,nM,INa,-3.316
ondansetron,300,nM,INa,-20.909
ondansetron,300,nM,INa,18.403
ondansetron,1000,nM,INa,-5.389
ondansetron,1000,nM,INa,25.241
ondansetron,1000,nM,INa,-20.01
ondansetron,1000,nM,INa,-5.988
ondansetron,1000,nM,INa,-19.925
ondansetron,1000,nM,INa,8.568
ondansetron,3000,nM,INa,6.746
ondansetron,3000,nM,INa,9.965
ondansetron,3000,nM,INa,-24.29
ondansetron,3000,nM,INa,-4.05
ondansetron,3000,nM,INa,-13.049
ondansetron,3000,nM,INa,15.958
ondansetron,10000,nM,INa,15.467
ondansetron,10000,nM,INa,15.889
ondansetron,10000,nM,INa,38.88
ondansetron,10000,nM,INa,11.093
ondansetron,10000,nM,INa,-0.009
ondansetron,10000,nM,INa,32.57
bepridil,9,nM,INa,-4.776
bepridil,9,nM,INa,1.332
bepridil,9,nM,INa,-20.56
bepridil,9,nM,INa,-16.671
bepridil,9,nM,INa,-12.377
bepridil,9,nM,INa,15.277
bepridil,30,nM,INa,-9.096
bepridil,30,nM,INa,5.949
bepridil,30,nM,INa,-21.221
bepridil,30,nM,INa,-4.021
bepridil,30,nM,INa,-6.418
bepridil,30,nM,INa,12.448
bepridil,90,nM,INa,14.283
bepridil,90,nM,INa,12.233
bepridil,90,nM,INa,-10.158
bepridil,90,nM,INa,-10.377
bepridil,90,nM,INa,-17.669
bepridil,90,nM,INa,2.61
bepridil,300,nM,INa,4.24
bepridil,300,nM,INa,-0.292
bepridil,300,nM,INa,-15.193
bepridil,300,nM,INa,-1.543
bepridil,300,nM,INa,-3.684
bepridil,300,nM,INa,21.91
chlorpromazine,90,nM,INa,-16.577
chlorpromazine,90,nM,INa,18.431
chlorpromazine,90,nM,INa,-20.975
chlorpromazine,90,nM,INa,-12.826
chlorpromazine,90,nM,INa,-18.983
chlorpromazine,90,nM,INa,3.782
chlorpromazine,300,nM,INa,14.543
chlorpromazine,300,nM,INa,14.22
chlorpromazine,300,nM,INa,-15.593
chlorpromazine,300,nM,INa,-9.951
chlorpromazine,300,nM,INa,-12.429
chlorpromazine,300,nM,INa,9.029
chlorpromazine,900,nM,INa,-0.768
chlorpromazine,900,nM,INa,32.078
chlorpromazine,900,nM,INa,-2.169
chlorpromazine,900,nM,INa,0.477
chlorpromazine,900,nM,INa,-3.682
chlorpromazine,900,nM,INa,4.067
chlorpromazine,3000,nM,INa,21.397
chlorpromazine,3000,nM,INa,32.093
chlorpromazine,3000,nM,INa,-2.733
chlorpromazine,3000,nM,INa,9.755
chlorpromazine,3000,nM,INa,7.739
chlorpromazine,3000,nM,INa,24.692
terfenadine,9,nM,INa,1.803
terfenadine,9,nM,INa,20.032
terfenadine,9,nM,INa,-32.869
terfenadine,9,nM,INa,-16.715
terfenadine,9,nM,INa,-9.058
terfenadine,9,nM,INa,7.882
terfenadine,30,nM,INa,1.848
terfenadine,30,nM,INa,16.203
terfenadine,30,nM,INa,-31.04
terfenadine,30,nM,INa,-21.403
terfenadine,30,nM,INa,-15.797
terfenadine,30,nM,INa,0.846
terfenadine,90,nM,INa,4.367
terfenadine,90,nM,INa,14.749
terfenadine,90,nM,INa,-31.669
terfenadine,90,nM,INa,-16.909
terfenadine,90,nM,INa,-1.802
terfenadine,90,nM,INa,5.151
terfenadine,300,nM,INa,8.739
terfenadine,300,nM,INa,9.961
terfenadine,300,nM,INa,-13.336
terfenadine,300,nM,INa,5.874
terfenadine,300,nM,INa,1.161
terfenadine,300,nM,INa,8.608
ranolazine,3000,nM,INa,-9.47
ranolazine,3000,nM,INa,22.51
ranolazine,3000,nM,INa,-24.806
ranolazine,3000,nM,INa,-1.752
ranolazine,3000,nM,INa,1.041
ranolazine,3000,nM,INa,11.859
ranolazine,10000,nM,INa,-0.329
ranolazine,10000,nM,INa,25.989
ranolazine,10000,nM,INa,-6.385
ranolazine,10000,nM,INa,-1.668
ranolazine,10000,nM,INa,15.363
ranolazine,10000,nM,INa,19.425
ranolazine,30000,nM,INa,33.876
ranolazine,30000,nM,INa,32.208
ranolazine,30000,nM,INa,13.151
ranolazine,30000,nM,INa,31.544
ranolazine,30000,nM,INa,19.106
ranolazine,30000,nM,INa,36.45
ranolazine,1.00E+05,nM,INa,59.298
ranolazine,1.00E+05,nM,INa,68.773
ranolazine,1.00E+05,nM,INa,48.648
ranolazine,1.00E+05,nM,INa,33.014
ranolazine,1.00E+05,nM,INa,59.869
sotalol,9000,nM,INa,0.096
sotalol,9000,nM,INa,-11.826
sotalol,9000,nM,INa,4.665
sotalol,9000,nM,INa,-3.449
sotalol,9000,nM,INa,-6.064
sotalol,9000,nM,INa,-0.124
sotalol,30000,nM,INa,0.862
sotalol,30000,nM,INa,-3.868
sotalol,30000,nM,INa,6.145
sotalol,30000,nM,INa,9.902
sotalol,30000,nM,INa,0.88
sotalol,30000,nM,INa,-3.69
sotalol,90000,nM,INa,2.03
sotalol,90000,nM,INa,8.476
sotalol,90000,nM,INa,2.481
sotalol,90000,nM,INa,0.902
sotalol,90000,nM,INa,1.834
sotalol,90000,nM,INa,5.477
sotalol,3.00E+05,nM,INa,1.943
sotalol,3.00E+05,nM,INa,-7.361
sotalol,3.00E+05,nM,INa,6.066
sotalol,3.00E+05,nM,INa,1.677
sotalol,3.00E+05,nM,INa,-2.072
sotalol,3.00E+05,nM,INa,20.215
diltiazem,3000,nM,INa,7.585
diltiazem,3000,nM,INa,17.004
diltiazem,3000,nM,INa,14.072
diltiazem,3000,nM,INa,0.201
diltiazem,3000,nM,INa,10.311
diltiazem,3000,nM,INa,2.562
diltiazem,10000,nM,INa,38.759
diltiazem,10000,nM,INa,27.9
diltiazem,10000,nM,INa,23.918
diltiazem,10000,nM,INa,34.283
diltiazem,10000,nM,INa,25.769
diltiazem,10000,nM,INa,33.995
diltiazem,30000,nM,INa,66.572
diltiazem,30000,nM,INa,59.111
diltiazem,30000,nM,INa,62.717
diltiazem,30000,nM,INa,52.594
diltiazem,30000,nM,INa,61.174
diltiazem,1.00E+05,nM,INa,93.514
diltiazem,1.00E+05,nM,INa,88.214
diltiazem,1.00E+05,nM,INa,90
diltiazem,1.00E+05,nM,INa,90.613
diltiazem,1.00E+05,nM,INa,90.9
diltiazem,1.00E+05,nM,INa,95.319
cisapride,0.9,nM,INa,1.374
cisapride,0.9,nM,INa,-4.515
cisapride,0.9,nM,INa,1.511
cisapride,0.9,nM,INa,-1.99
cisapride,0.9,nM,INa,1.093
cisapride,0.9,nM,INa,-6.677
cisapride,9,nM,INa,3.205
cisapride,9,nM,INa,4.91
cisapride,9,nM,INa,-13.542
cisapride,9,nM,INa,3.827
cisapride,9,nM,INa,-2.409
cisapride,9,nM,INa,5.844
cisapride,90,nM,INa,15.935
cisapride,90,nM,INa,2.265
cisapride,90,nM,INa,1.703
cisapride,90,nM,INa,-1.786
cisapride,90,nM,INa,-3.251
cisapride,90,nM,INa,-0.334
cisapride,300,nM,INa,3.495
cisapride,300,nM,INa,3.814
cisapride,300,nM,INa,8.358
cisapride,300,nM,INa,0.137
cisapride,300,nM,INa,7.842
cisapride,300,nM,INa,14.315
dofetilide,1,nM,INa,-4.439
dofetilide,1,nM,INa,0.119
dofetilide,1,nM,INa,-4.176
dofetilide,1,nM,INa,-5.689
dofetilide,1,nM,INa,-2.805
dofetilide,1,nM,INa,-4.904
dofetilide,3,nM,INa,0.247
dofetilide,3,nM,INa,4.49
dofetilide,3,nM,INa,-1.261
dofetilide,3,nM,INa,5.979
dofetilide,3,nM,INa,-8.738
dofetilide,3,nM,INa,-2.044
dofetilide,10,nM,INa,7.54
dofetilide,10,nM,INa,3.68
dofetilide,10,nM,INa,-4.419
dofetilide,10,nM,INa,-12.64
dofetilide,10,nM,INa,-4.813
dofetilide,10,nM,INa,-1.705
dofetilide,100,nM,INa,5.07
dofetilide,100,nM,INa,9.096
dofetilide,100,nM,INa,-2.5
dofetilide,100,nM,INa,13.201
dofetilide,100,nM,INa,-1.662
dofetilide,100,nM,INa,-10.948
quinidine,100,nM,INa,-5.785
quinidine,100,nM,INa,7.037
quinidine,100,nM,INa,-10.371
quinidine,100,nM,INa,5.296
quinidine,100,nM,INa,-7.008
quinidine,100,nM,INa,-13.223
quinidine,300,nM,INa,-10.735
quinidine,300,nM,INa,14.14
quinidine,300,nM,INa,-2.473
quinidine,300,nM,INa,1.115
quinidine,300,nM,INa,-2.862
quinidine,300,nM,INa,-9.593
quinidine,1000,nM,INa,5.309
quinidine,1000,nM,INa,9.403
quinidine,1000,nM,INa,0.217
quinidine,1000,nM,INa,3.713
quinidine,1000,nM,INa,-4.572
quinidine,1000,nM,INa,4.15
quinidine,10000,nM,INa,30.818
quinidine,10000,nM,INa,34.859
quinidine,10000,nM,INa,39.211
quinidine,10000,nM,INa,33.131
quinidine,10000,nM,INa,25.827
quinidine,10000,nM,INa,35.087
mexiletine,1000,nM,INa,-1.488
mexiletine,1000,nM,INa,7.793
mexiletine,1000,nM,INa,-0.553
mexiletine,1000,nM,INa,5.674
mexiletine,1000,nM,INa,6.997
mexiletine,1000,nM,INa,-4.007
mexiletine,10000,nM,INa,14.001
mexiletine,10000,nM,INa,16.514
mexiletine,10000,nM,INa,0.98
mexiletine,10000,nM,INa,8.261
mexiletine,10000,nM,INa,4.167
mexiletine,10000,nM,INa,13.399
mexiletine,30000,nM,INa,38.125
mexiletine,30000,nM,INa,12.048
mexiletine,30000,nM,INa,36.063
mexiletine,30000,nM,INa,28.074
mexiletine,30000,nM,INa,16.978
mexiletine,30000,nM,INa,23.068
mexiletine,1.00E+05,nM,INa,63.558
mexiletine,1.00E+05,nM,INa,75.846
mexiletine,1.00E+05,nM,INa,54.367
mexiletine,1.00E+05,nM,INa,71.344
mexiletine,1.00E+05,nM,INa,48.563
mexiletine,1.00E+05,nM,INa,60.851
verapamil,3000,nM,ICaL,42.899
verapamil,30000,nM,ICaL,65.192
verapamil,30000,nM,ICaL,80.022
verapamil,300,nM,ICaL,28.454
verapamil,300,nM,ICaL,40.643
verapamil,300,nM,ICaL,26.148
verapamil,300,nM,ICaL,-0.784
verapamil,3000,nM,ICaL,57.626
verapamil,3000,nM,ICaL,50.524
verapamil,3000,nM,ICaL,47.113
verapamil,30000,nM,ICaL,65.976
verapamil,30000,nM,ICaL,74.441
verapamil,3.00E+05,nM,ICaL,100.094
verapamil,3.00E+05,nM,ICaL,103.95
verapamil,3.00E+05,nM,ICaL,99.373
verapamil,30,nM,hERG,15.808
verapamil,30,nM,hERG,11.892
verapamil,30,nM,hERG,10.129
verapamil,30,nM,hERG,-23.199
verapamil,30,nM,hERG,12.816
verapamil,30,nM,hERG,6.315
verapamil,100,nM,hERG,43.698
verapamil,100,nM,hERG,43.549
verapamil,100,nM,hERG,25.744
verapamil,100,nM,hERG,41.584
verapamil,100,nM,hERG,38.634
verapamil,100,nM,hERG,26.563
verapamil,300,nM,hERG,67.402
verapamil,300,nM,hERG,68.109
verapamil,300,nM,hERG,61.84
verapamil,300,nM,hERG,70.082
verapamil,300,nM,hERG,64.452
verapamil,300,nM,hERG,58.791
verapamil,1000,nM,hERG,88.091
verapamil,1000,nM,hERG,101.038
verapamil,1000,nM,hERG,90.421
verapamil,1000,nM,hERG,88.431
verapamil,1000,nM,hERG,88.368
verapamil,1000,nM,hERG,95.552
verapamil,30,nM,IK1,1.864365417
verapamil,30,nM,IK1,-24.13485364
verapamil,30,nM,IK1,-21.19053117
verapamil,30,nM,IK1,33.59413911
verapamil,100,nM,IK1,12.53158774
verapamil,100,nM,IK1,19.35271426
verapamil,100,nM,IK1,7.309476618
verapamil,100,nM,IK1,-25.24724495
verapamil,300,nM,IK1,-2.633929944
verapamil,300,nM,IK1,9.045913502
verapamil,300,nM,IK1,15.31165205
verapamil,300,nM,IK1,4.495150328
verapamil,300,nM,IK1,-12.5395081
verapamil,300,nM,IK1,-8.663248353
verapamil,1000,nM,IK1,-24.34303538
verapamil,1000,nM,IK1,-21.50270507
verapamil,1000,nM,IK1,0.104466628
verapamil,30,nM,Ito,11.97260129
verapamil,30,nM,Ito,0.398323974
verapamil,30,nM,Ito,0.504900935
verapamil,30,nM,Ito,12.26807303
verapamil,30,nM,Ito,2.890056967
verapamil,30,nM,Ito,5.766249274
verapamil,100,nM,Ito,-3.128517196
verapamil,100,nM,Ito,9.368004958
verapamil,100,nM,Ito,-0.827747507
verapamil,100,nM,Ito,5.117993355
verapamil,100,nM,Ito,-1.940683687
verapamil,100,nM,Ito,9.680676003
verapamil,300,nM,Ito,3.473082123
verapamil,300,nM,Ito,-7.520139711
verapamil,300,nM,Ito,-1.897596156
verapamil,300,nM,Ito,-5.838762134
verapamil,300,nM,Ito,12.75348662
verapamil,300,nM,Ito,-0.213541637
verapamil,1000,nM,Ito,-17.64905562
verapamil,1000,nM,Ito,5.672523352
verapamil,1000,nM,Ito,-0.040660215
verapamil,1000,nM,Ito,3.772892506
verapamil,1000,nM,Ito,-5.919777057
verapamil,1000,nM,Ito,8.424809429
verapamil,30,nM,INaL,16.894
verapamil,30,nM,INaL,11.058
verapamil,30,nM,INaL,-9.016
verapamil,30,nM,INaL,-9.528
verapamil,30,nM,INaL,-14.228
verapamil,30,nM,INaL,-2.883
verapamil,100,nM,INaL,14.902
verapamil,100,nM,INaL,18.888
verapamil,100,nM,INaL,-0.235
verapamil,100,nM,INaL,-0.832
verapamil,100,nM,INaL,-5.545
verapamil,100,nM,INaL,-20.802
verapamil,300,nM,INaL,36.827
verapamil,300,nM,INaL,28.692
verapamil,300,nM,INaL,14.372
verapamil,300,nM,INaL,19.284
verapamil,300,nM,INaL,22.755
verapamil,300,nM,INaL,20.631
verapamil,1000,nM,INaL,50.46
verapamil,1000,nM,INaL,60.751
verapamil,1000,nM,INaL,38.781
verapamil,1000,nM,INaL,46.866
verapamil,1000,nM,INaL,36.912
verapamil,1000,nM,INaL,62.842
verapamil,30,nM,IKs,16.5373803
verapamil,30,nM,IKs,-3.046178858
verapamil,30,nM,IKs,38.42947174
verapamil,30,nM,IKs,15.15850057
verapamil,30,nM,IKs,4.433568289
verapamil,30,nM,IKs,-5.562417587
verapamil,100,nM,IKs,22.06377165
verapamil,100,nM,IKs,25.36964905
verapamil,100,nM,IKs,-1.985371344
verapamil,100,nM,IKs,-2.02839381
verapamil,100,nM,IKs,0.938579617
verapamil,100,nM,IKs,-37.77247989
verapamil,300,nM,IKs,8.779020754
verapamil,300,nM,IKs,-11.1929065
verapamil,300,nM,IKs,-8.901564507
verapamil,300,nM,IKs,0.9016103
verapamil,300,nM,IKs,-29.66813347
verapamil,1000,nM,IKs,3.506797269
verapamil,1000,nM,IKs,21.85167784
verapamil,1000,nM,IKs,35.10249101
verapamil,1000,nM,IKs,9.757939814
verapamil,1000,nM,IKs,0.611718533
verapamil,1000,nM,IKs,-30.59831983
verapamil,30,nM,INa,8.489
verapamil,30,nM,INa,7.792
verapamil,30,nM,INa,-20.441
verapamil,30,nM,INa,-18.239
verapamil,30,nM,INa,-12.499
verapamil,30,nM,INa,8.506
verapamil,100,nM,INa,-22.29
verapamil,100,nM,INa,-9.228
verapamil,100,nM,INa,-29.909
verapamil,100,nM,INa,-15.179
verapamil,100,nM,INa,-7.836
verapamil,100,nM,INa,17.994
verapamil,300,nM,INa,10.977
verapamil,300,nM,INa,7.131
verapamil,300,nM,INa,-21.363
verapamil,300,nM,INa,-1.738
verapamil,300,nM,INa,-19.957
verapamil,300,nM,INa,6.47
verapamil,1000,nM,INa,15.905
verapamil,1000,nM,INa,19.485
verapamil,1000,nM,INa,-5.92
verapamil,1000,nM,INa,-6.474
verapamil,1000,nM,INa,1.242
verapamil,1000,nM,INa,12.292
